vehicle_id,model_id,location_id,engine_id,title,year,used_or_new,vehicle_type,doors,seats,colour_ext_int,kilometres,price
J2107N5741W,R6903D7935B,V6316S5433R,V8452Z7406P,2022 Ssangyong Rexton Ultimate (awd),2022,DEMO,AWD, 4 Doors, 7 Seats,White / Black,5595,51990
S8123O7116Q,U2828Y3850I,C1528G3911M,T6729Z3943D,2022 MG MG3 Auto Excite (with Navigation),2022,USED,Front, 5 Doors, 5 Seats,Black / Black,16,19990
M1256Z1734P,O5650B4301V,E5321E1984X,A8785L2129R,2022 BMW 430I M Sport,2022,USED,Rear, 2 Doors, 4 Seats,Grey / White,8472,108988
K5640D2284S,Y4915W1919Y,Y6797A3458J,M1140B1516N,2011 Mercedes-Benz E500 Elegance,2011,USED,Rear, 2 Doors, 4 Seats,White / Brown,136517,32990
K7030E3756M,Z9376X6072A,H2239B4012L,W3533M3418G,2022 Renault Arkana Intens,2022,USED,Front, 4 Doors, 5 Seats,Grey / Black,1035,34990
A1679E4734Z,H2672O5851Z,Z9181H9788F,M3349V9564V,2004 Toyota Estima T EDITION,2004,USED,Other,,,Grey / -,160230,9990
T2850Q6414M,B8503N7620A,L1944O3443W,V3582Z8233E,2017 Land Rover Range Rover Evoque TD4 180 HSE Dynamic,2017,USED,AWD, 2 Doors, 4 Seats,White / Black,67662,62280
V1897J5946B,I5160Z7205P,A7114G8339P,T2660S9100L,2000 Nissan Pulsar LX,2000,USED,Front, 5 Doors, 5 Seats,Red / Grey,300539,2995
C3792Z1173K,M5723I4126Z,C2327G7572I,E2159A6099O,2013 Toyota 86 GT,2013,USED,Rear, 2 Doors, 4 Seats,Black / -,82012,24888
H7215R3707Y,J2302C8709G,P2041H2470O,A2203B8293A,2014 Honda Jazz Hybrid,2014,USED,Front, 5 Doors, 5 Seats,Blue / -,38229,17900
P2050H9407O,R2916A3566J,J9122P3197N,W4631G1135F,2009 Toyota HiAce (No Badge),2009,USED,Other,,,White / -,148190,42500
Y1730Q6829N,B4100R5937J,T6633E1886H,C9740E2102K,2018 Toyota HiAce LWB,2018,USED,Rear, 4 Doors, 2 Seats,White / Grey,16324,41999
N9681O2792T,L2340E1480Y,Z1178U3243H,W3850J4136Z,2015 Honda City GM VTi-L Sedan 4dr CVT 7sp 1.5i MY16,2015,USED,Other,,,Black / -,181745,11999
T9311P3257Y,K1646I3825V,J4672N3778L,E7440W9391I,2017 Toyota HiAce,2017,USED,Other,,,Silver / Grey,136296,38999
P5269N7400S,O3713E9604F,B9581X3748R,S7716N5035G,2016 Toyota HiAce LWB,2016,USED,Rear, 4 Doors, 2 Seats,White / Grey,229829,27995
K8988V6521E,O8180S6284F,X5565G1694P,W5893F6066L,2012 Volkswagen Golf 90 TSI Trendline,2012,USED,Front, 5 Doors, 5 Seats,White / Black,55676,14999
J8624C5053X,U3714R7184U,N3960W7006U,V7688S7305F,2014 BMW X3 Xdrive 20D,2014,USED,4WD, 4 Doors, 5 Seats,Black / Black,82624,24985
U6922R6496Y,O3175M7353Y,V2870F1694H,A9121U2391U,2013 Mitsubishi Outlander ES,2013,USED,Other,,,Blue / Grey,120020,13999
H4256N1995V,A5838U6161Y,J9789W3943I,E7427O3753B,2011 BMW 118D,2011,USED,Rear, 5 Doors, 5 Seats,Silver / -,95204,13999
B1265Y4491L,K8963G2578G,Y9583I5342O,D3828I3062T,2014 Ford Fiesta Sport,2014,USED,Front, 5 Doors, 5 Seats,White / Black,76289,12400
L3346V1158G,R7911D2340O,S9822L9197J,T7977X5643D,2012 Mitsubishi Outlander LS (4X4),2012,USED,AWD, 4 Doors, 7 Seats,Black / Black,219681,13999
F3607R2134C,R1794U4652J,S7052X8794X,U8150U1371C,2013 Ford Fiesta Zetec,2013,USED,Front, 5 Doors, 5 Seats,Blue / Black,98079,11999
X9665P6542S,X3711T6438O,S5779F3566V,X9958Z4410A,2023 Volkswagen Amarok Style TDI600 4Motion,2023,NEW,AWD, 4 Doors, 5 Seats,White / Black,15,83887
P9505R3233W,F7745W8268P,F3769U5608Z,G1671R3840X,2018 Honda Jazz VTI,2018,USED,Front, 5 Doors, 5 Seats,Silver / Black,43274,19900
O9267Y8007N,Z7545U9490B,L6268X2876D,D9297F4230D,2012 Subaru Outback 2.5I,2012,USED,AWD, 4 Doors, 5 Seats,Black / -,105672,17990
L9569V6888X,Y3415F8055P,Q4202Q3844N,K6649Q9812O,2018 Mitsubishi Mirage ES,2018,USED,Front, 5 Doors, 5 Seats,Black / -,36836,14995
R6447E3820F,D8178F2840Z,C7251M6459S,Q2108I1643B,2005 Toyota Camry Altise,2005,USED,Front, 4 Doors, 5 Seats,Silver / Grey,115821,8499
A5226M6716U,P1618A3463I,R2459E7792O,S9701H6273T,2013 BMW 3 Series 28i,2013,USED,Other,,,Black / -,143119,21999
W5360M1804R,M9472T3796H,T7044C2480M,A5055L8990Y,2011 Hyundai I45 Active,2011,USED,Front, 4 Doors, 5 Seats,Silver / Black,189711,12990
X2835Y2524H,U7458R7472S,F4188Y4457V,Y9644F3871R,2015 Ford Territory TS (rwd),2015,USED,Rear, 4 Doors, 7 Seats,Blue / Black,173786,16999
S9998W5327G,N1336K3697O,A4504H4178G,P7002C2697O,2018 Nissan Qashqai ST,2018,USED,Front, 4 Doors, 5 Seats,Blue / -,114301,21950
I2489N8562U,U2832K4669Y,P3016A5195M,Z1401X9718U,2013 Volkswagen Golf GTI,2013,USED,Front, 5 Doors, 5 Seats,Black / Black,69197,24880
H6649X4377E,P2603K4696V,S8698R8225T,E4752A8231W,2023 Volkswagen T-Cross 85TSI DSG FWD Life,2023,NEW,Front,,,White / Black,15,35887
J2669S9224T,R3686A2668H,Q1867E2391J,F9667D6565Z,2015 Hyundai Tucson Active (fwd),2015,USED,Front, 4 Doors, 5 Seats,Grey / -,94377,23888
X7307N3103J,K4187X3585P,T8845T4260I,R2249R7158J,2016 Ford Focus Trend,2016,USED,Front, 5 Doors, 5 Seats,White / Black,94965,16999
F6013P1074M,D6738D2398L,Z4168D5142G,T4787X7775T,2019 Nissan X-Trail ST 7 Seat (2WD),2019,USED,Front, 4 Doors, 7 Seats,Grey / -,99294,24490
D5754O8851L,M4081K5806C,T4282B3633L,M6907I9031H,2021 Toyota Corolla ZR Hybrid,2021,USED,Front, 5 Doors, 5 Seats,Black / -,13694,44878
X6185H7627V,R7188V2986J,F7056P7787W,R2283I2332D,2007 Toyota Yaris YRS,2007,USED,Front, 4 Doors, 5 Seats,Silver / -,264691,7949
W5054Z3017P,P7527C4548F,W9110W5734Z,K8631I3708I,2012 Jeep Grand Cherokee WK Laredo Wagon 4dr Spts Auto 5sp 4x4 3.6i,2012,USED,Other,,,Red / -,224839,13999
A9083Y5755H,R7234F8614W,Z2228K1008Q,X8600H1983E,2010 Toyota Corolla Conquest,2010,USED,Front, 5 Doors, 5 Seats,Grey / -,238270,8800
Y8063D5904T,K1286Y5219F,O7663N2743H,P1642G1827A,2009 Toyota HiAce (No Badge),2009,USED,Rear,,,White / Black,76259,32900
T4996L2174M,C7963H9594R,V4055S7841Y,T4430E8643D,2015 Jeep Patriot Limited (4X4),2015,USED,4WD, 4 Doors, 5 Seats,Black / -,140964,13990
Q2319E1232T,H2701J2099S,S9043J2568Y,Q3050U4799V,2003 Toyota HiAce,2003,USED,Rear, 4 Doors, 3 Seats,White / Grey,266848,9999
F1925X3566S,B7211H2112G,E9943F8640K,X9871U5717H,2013 Volvo S60 T4 Teknik,2013,USED,Front, 4 Doors, 5 Seats,Blue / -,141000,14999
D4180X5356Q,R3877R3153A,X2812S1028C,J3053G7855J,2016 Mitsubishi Triton GLX Plus (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / -,240402,22750
P9909M9129V,E9101Y1410D,F4517S2345I,U3519M6320A,2010 Mercedes-Benz E250 CGI Elegance,2010,USED,Rear, 2 Doors, 4 Seats,Black / Tobacco,101126,21950
Z8859O2780N,H8687I1745H,P4117H4687Q,E2382H9114R,2013 Mercedes-Benz A250 Sport,2013,USED,Front, 5 Doors, 5 Seats,White / -,117254,19999
C9958F9528M,X2568D8469X,F3055C8382N,S7379E1955B,2012 Toyota 86 GT,2012,USED,Rear, 2 Doors, 4 Seats,Silver / Black,178747,19900
L6584V4037G,Q7547D7201A,N9774N6146C,U5926P6177I,2022 Mazda CX-5 Maxx Sport (awd),2022,USED,AWD, 4 Doors, 5 Seats,Black / Black,10579,37990
Z3689E6526Y,T3373K2944G,K8007U2861G,Y8840B4568E,2010 Toyota Corolla Ascent,2010,USED,Front, 5 Doors, 5 Seats,Red / -,167101,12990
U3769K1573O,Q2205S8118E,A1201E3943S,N9220Z5528C,2013 Ford Falcon XR6,2013,USED,Rear, 4 Doors, 5 Seats,Blue / Black,163161,16999
L4888D2438Z,P8750E8812C,O8520K9987Z,L9476Z4344A,2021 Abarth 595 Competizione,2021,USED,Front, 3 Doors, 4 Seats,Black / Black,13200,36990
E6870D2727U,P2563X5045T,D9110Y3691N,L8727T2556N,2014 Honda CR-V VTI-L (4X4),2014,USED,4WD, 4 Doors, 5 Seats,White / Black Cloth,103211,23880
W7848E8219O,I2617A7233M,B4958K4239X,L7223O4912W,2007 Toyota Corolla Ultima,2007,USED,Front, 4 Doors, 5 Seats,Silver / -,177751,10990
H3550O8909U,H7528K9895L,V6909P9786Z,C2273N1055U,2016 Toyota HiAce Commuter,2016,USED,Rear, 3 Doors, 14 Seats,Silver / Black,119614,44900
J2639M1281K,I9953N1721N,P9062E3193Q,X6883Q6827E,2012 Hyundai I30 Active,2012,USED,Front, 5 Doors, 5 Seats,Black / Black Cloth,125546,15880
G4566S1982F,P6959W4420Y,L7263Q8062L,A4701K2033C,2013 Mazda 6 Touring,2013,USED,Front, 4 Doors, 5 Seats,Grey / Black,163000,16995
J6461K4047H,O3649J5246S,W8726G9118G,I6560K4616B,2008 Toyota Kluger KX-S (fwd),2008,USED,Front, 4 Doors, 7 Seats,Blue / Black,132864,19880
L4997M4532P,G4834R9921S,Q4343F3920Q,V3662X3533E,2018 Hyundai Santa FE Highlander Crdi (4X4),2018,USED,AWD, 4 Doors, 7 Seats,White / Black,71655,43999
Z3851K6197V,L8539Y6947P,X3693U9193P,W5941E3277M,2012 BMW X3 Xdrive 20D,2012,USED,4WD, 4 Doors, 5 Seats,Black / -,109459,18888
U9846Z9222D,B1287V5336J,T9624Q4972M,U9852X2464C,2016 Holden Cascada,2016,USED,Front, 2 Doors, 4 Seats,Silver / Black Leather,65361,24995
Q5656L2839K,O2617B4605T,E2220O3776P,F6531T5497J,2006 Mercedes-Benz ML320 CDI Luxury (4X4),2006,USED,4WD, 4 Doors, 5 Seats,Silver / -,212953,9998
X4740Y3316N,Z2175Y7063O,F7480I2675D,C6726N9489Y,2009 Mitsubishi Lancer ES,2009,USED,Front, 4 Doors, 5 Seats,Red / -,163012,9990
G8476U2108O,O4310M3885V,Y1886R7565I,F7773U8261J,2014 Audi A5 2.0 Tfsi Quattro,2014,USED,AWD, 2 Doors, 4 Seats,White / Black,82119,27380
R3972C9818B,R8943W7661L,G9031J9151L,X7818S9300X,2018 Kia RIO GT-Line,2018,USED,Front, 5 Doors, 5 Seats,Red / Black,42071,24999
R6553J2828D,A5509E5206T,U1830U1563T,Q1505U9224A,2015 Jeep Cherokee Longitude (4X4),2015,USED,4WD, 4 Doors, 5 Seats,Red / Black Cloth,85958,17999
D4417Y2115B,W5357M9375N,D7242M4213S,E5930M2153N,2011 Volkswagen Tiguan 132 TSI (4X4),2011,USED,AWD, 4 Doors, 5 Seats,Black / -,118642,12990
V4008T1705E,C6596M2480S,O1246P9537N,W2187H2719H,2012 Mitsubishi ASX (2WD),2012,USED,Front, 4 Doors, 5 Seats,Blue / -,187265,13990
Z4118L3146V,K2149U8079F,B4871N8007X,O4541R5667Z,2016 BMW 220I M-Sport,2016,USED,Rear, 2 Doors, 4 Seats,Grey / Black,118120,28990
R7076B4231N,U3901V5150O,Y9970B2179I,O1588A6425H,2022 Hyundai Tucson (FWD),2022,USED,Front, 4 Doors, 5 Seats,White / -,19978,36800
I1267H4569U,R9458E9642Y,S6807X9583U,N8175Q1010H,2011 Mazda 3 NEO,2011,USED,Front, 4 Doors, 5 Seats,Grey / Grey,86804,13999
O2981M7706Z,C4447R7859S,U8629X2948P,R6249I8392W,2023 Volkswagen Tiguan Allspace 132TSI Life,2023,NEW,AWD, 4 Doors, 7 Seats,Black / Storm Grey,15,56887
X6720F9805P,L8031U2108O,J2517M5882H,W7575W1210I,2014 Hyundai Imax,2014,USED,Rear, 4 Doors, 8 Seats,White / Grey  Cloth,183550,19888
R4279J1549W,N1917B5030A,Q4865H1137G,A3800U1531A,2014 Toyota Yaris YR,2014,USED,Front, 5 Doors, 5 Seats,Green / Black,191748,8995
Y8865V8304W,O9158D1959J,X9429Q2871Y,Q1755Q4174W,2016 Toyota Kluger Grande (4X2),2016,USED,Front, 4 Doors, 7 Seats,Grey / Black,139637,31900
R8648Z3921L,U7638B8870Z,O2612X6842H,Q5017R6704L,2013 Mitsubishi Lancer LX,2013,USED,Front, 4 Doors, 5 Seats,Grey / Black,165306,14995
Y5267O7515L,J1507H8982B,Z1105Y3950K,K1632Z7993G,2016 Subaru XV 2.0I-L,2016,USED,AWD, 4 Doors, 5 Seats,Grey / Black,104887,22990
K8402N7939P,H1469G8832T,U9703H5726M,I3606F5396D,2017 Mini Cooper S 5D Hatch,2017,USED,Front, 5 Doors, 5 Seats,Yellow / -,72501,31990
E2756T6173E,Z2704X1779U,F1051R2282R,Z7818J2436C,2015 Peugeot 308 T9 Allure Touring 5dr Spts Auto 6sp 2.0DT,2015,USED,Other,,,White / -,167127,12999
U2408P5974H,M6361X1353L,D2937X6456K,A9261K2059R,2010 Holden Commodore SS-V,2010,USED,Rear, 2 Doors, 2 Seats,Black / -,169220,25999
S1667B4986X,H1168V6115J,I8810N4667J,T6130R8366F,2015 Hyundai I20 Active,2015,USED,Front, 5 Doors, 5 Seats,Silver / Grey,111783,13990
W9890U8801B,Q7132Y3876G,C4377Y5868K,W6075Z7888W,2018 Mazda BT-50 XTR (4X2),2018,USED,Rear, 4 Doors, 5 Seats,White / Grey,97460,30990
G3192G7802L,R9148Q3443S,M4366P1163C,A6112W3696E,2009 Mazda 3 Maxx,2009,USED,Front, 4 Doors, 5 Seats,Black / -,178389,8499
Z7057S3568Q,E4969P4296S,B3054J2237P,Q5947L3209H,2011 Hyundai I20 Active,2011,USED,Front, 5 Doors, 5 Seats,Blue / -,188262,10995
P5094E7096U,J1695Q7687F,Y8997B2313H,W5400E8345H,2015 Honda Vezel Hybrid Z,2015,USED,Other,,,Grey / -,71059,24888
A4970G4831I,A7350M7716A,P7021M4580F,U8333T6478M,2010 Mazda CX-7 Luxury Sports (4X4),2010,USED,AWD, 4 Doors, 5 Seats,Black / Leather,152831,11669
P3083D6426Q,U9598J1328E,T9291G3010B,S4078F9019Z,2017 Jeep Renegade Limited,2017,USED,Front, 4 Doors, 5 Seats,Grey / Black,69218,24950
H5677W6649Z,P8413R1646N,P7404M7467E,N2357S6935V,2013 Mazda 6 Sport,2013,USED,Front, 4 Doors, 5 Seats,White / -,124093,16990
R1186I4923S,Q5635G2161Q,P6425R3854G,S8718Q6444Z,2009 Nissan Elgrand Highway Star,2009,USED,Rear,,,White / Brown,103090,19995
P5414T1480J,Z9275E9916E,C3838M2213S,S4321H4416R,2013 Kia Grand Carnival SLI,2013,USED,Front, 4 Doors, 8 Seats,White / -,98672,13995
S7767P5448W,T6532D2428J,K6508D7832B,Y9336H8730O,2015 Mitsubishi Lancer ES Sport,2015,USED,Front, 4 Doors, 5 Seats,Grey / Black,61481,17995
P4611Z2400J,U3326I9599F,M8713U9921D,H8900B3948M,2018 Subaru Impreza 2.0I (awd),2018,USED,AWD, 5 Doors, 5 Seats,Grey / -,61177,22990
W9570M7240X,O4181M2280X,W2255F7610Z,A5200T9946B,2014 Mazda 3 NEO,2014,USED,Front, 5 Doors, 5 Seats,Red / Black  Cloth,132648,16999
E1686N6094C,L3543P6410X,R1275X1144V,P1135B6572A,2021 BMW X4 Xdrive20I M Sport,2021,USED,AWD, 5 Doors, 5 Seats,Grey / -,31367,79988
U9527B1493A,H8663Q2142A,I9531L4797S,O9089I4543G,2010 Mazda CX-7 Luxury Sports (4X4),2010,USED,AWD, 4 Doors, 5 Seats,Red / -,174818,12800
E7179X5364B,X3424F8211T,Q9371R1923X,L1841G9038J,2015 Audi A5 2.0 Tfsi Quattro,2015,USED,AWD, 2 Doors, 4 Seats,Grey / Black,115334,26880
D7907T6283O,V8978I3761C,N5712S4806R,S8743H2374F,2014 BMW 118I,2014,USED,Rear, 5 Doors, 5 Seats,White / Black,57000,16990
F5598R8389P,V6837D4943P,V4617E8633V,P7630U5037G,2012 Mercedes-Benz C-CLASS W204 BlueEFFICIENCY Avantgarde Sedan 4dr 7G-TRONIC 7sp 1.8T,2012,USED,Other,,,Black / -,162775,16999
D5255V8838I,K5433X4653S,V5707W7164P,R1865E1919T,2013 Toyota HiAce DX,2013,USED,Other,,,Silver / Black,191173,30900
A3894O6598Y,Y1177B7329U,G7198R4151V,N8963W2490I,2007 Subaru Impreza WRX STI,2007,USED,Other,,,Black / Grey/Black,146077,34888
W6871H1613J,C8364B9516O,N6769E9174L,A7734S8403W,2014 Audi Q7 4.2 TDI Quattro,2014,USED,AWD, 4 Doors, 7 Seats,Black / -,199941,28999
O6180H9489A,Y9951O5543J,Y9156F9880I,W5423R1482C,2015 Suzuki Celerio,2015,USED,Front, 5 Doors, 4 Seats,Blue / -,23316,13880
U2436W8076Q,X6838I3382E,L3606X9958J,H4131O3997M,2016 Subaru Liberty 3.6R,2016,USED,AWD, 4 Doors, 5 Seats,White / -,226127,17950
L5273I6757H,N8127U4173J,R7827M4477S,D4539G8565S,2019 Toyota C-HR (2WD),2019,USED,Front, 4 Doors, 5 Seats,Yellow / -,58185,33888
B5532I4150V,Q6333F7252U,S1769G2302P,U7778W5782R,2021 Subaru Forester 2.5I (awd),2021,USED,AWD, 4 Doors, 5 Seats,Silver / -,16136,39990
R1401S9583I,O1648T8907S,S9774A5462M,N4822N5162C,2015 Mazda CX-3 S Touring (awd),2015,USED,AWD, 4 Doors, 5 Seats,White / -,31531,23950
W8954P7426U,A5536C9027J,U1313G9765I,D6848Z4938C,2018 Jeep Grand Cherokee Limited (4X4),2018,USED,4WD, 4 Doors, 5 Seats,White / Black,76472,41950
P9490C8279H,D5702M7920F,C3688K4181Z,J2238L4573R,2018 Hyundai I30 Active,2018,USED,Front, 4 Doors, 5 Seats,Silver / Black,62719,21999
I9296O4113K,C8908E3628O,T7182O1535O,I9330C6916J,2020 Nissan X-Trail ST (2WD),2020,USED,Front, 4 Doors, 5 Seats,Grey / -,52035,27990
A2719M9499C,I6446T9769S,L6939P6325I,K5479X7707O,2010 Honda City VTI,2010,USED,Front, 4 Doors, 5 Seats,Black / -,146445,8950
Q3885V1409F,Z9151Y3098L,D1116J9988Y,M4275W3524R,2020 Honda CR-V VTI-L7 (2WD),2020,USED,Front, 4 Doors, 7 Seats,Grey / Black,35214,37880
Y4237A2116N,X3257K5798G,X1028Q3255W,U2174B2693J,2014 Holden Cruze SRI,2014,USED,Front, 5 Doors, 5 Seats,Red / -,163000,7950
E1768E6943I,L5611U4135C,Q3274N1243N,Z9211O7566R,2013 Jeep Grand Cherokee Laredo (4X2),2013,USED,Rear, 4 Doors, 5 Seats,Grey / Black,69001,24990
R2750K9443M,O2307O5245N,H4775I4929G,I2976Z2992W,2007 Toyota RAV4 Cruiser L (4X4),2007,USED,4WD, 4 Doors, 5 Seats,Silver / Grey,106718,14999
R6684X1285H,S3071K1957F,J9551U8263S,P3871S7290F,2016 Holden Commodore Evoke,2016,USED,Rear, 4 Doors, 5 Seats,Red / Black,59689,22999
J3352V6656A,C9036Z6365Y,G4360E8818O,A4372M9874C,2010 Mercedes-Benz CLC200 Kompressor Evolution +,2010,USED,Rear, 2 Doors, 4 Seats,Silver / -,177834,7999
B4819N5376I,W8461C9511I,A1542M9227K,R2074R9236S,2012 Dodge Journey JC SXT Wagon 4dr Auto 6sp 3.6i 7 St SUV,2012,USED,Other,,,White / -,147589,10999
I8930A8872H,D1965F2323T,G2853P8503H,O8985C7812Q,2013 Mazda 6 Atenza,2013,USED,Front, 4 Doors, 5 Seats,White / Black,105767,19999
X7046E7274S,J5918M9047O,V4764E1297D,M4277Y7429H,2018 Volkswagen Caddy Maxi VAN TSI220,2018,USED,Front, 3 Doors, 2 Seats,White / -,87293,30999
E1423E4687J,U6381O7607X,U6033I6918F,C9131V2532B,2013 Honda Civic VTI-L,2013,USED,Front, 4 Doors, 5 Seats,Silver / -,154347,15990
X4630W1269C,T7569N6973X,Z2923Q5262I,U5299F3768C,2021 Jeep Compass Launch Edition,2021,USED,Front, 4 Doors, 5 Seats,White / Black,20827,32888
J8967S9903B,W3044D2620V,O9407N9605Z,Z6716T8823R,2008 Toyota HiAce Commuter GL Grand Cabin,2008,USED,Other,,,White / Black,112980,31900
I6101Q4590H,Y7909C3352F,D4387E7268V,P8275K6111C,2014 Mazda CX-9 Classic,2014,USED,Other,,,Blue / Grey,97745,22999
O7689U2392Y,T6264Y4844C,E6357J7164K,O5647Q8224C,2010 Toyota Yaris YR,2010,USED,Front, 5 Doors, 5 Seats,White / -,147626,10995
L1250R2503V,V7450U4387E,I5843T2732O,S9610Z2024T,2014 Jeep Grand Cherokee Overland (4X4),2014,USED,4WD, 4 Doors, 5 Seats,Grey / Black,114424,29990
K9779V9095X,V7124X1456Q,L3759A2918F,F3030R3414Q,2009 Mazda 3 SP25,2009,USED,Front, 5 Doors, 5 Seats,Red / -,153020,13950
O9875M7292W,K2975F6425X,D4665Q3601Y,V3422Q7264W,2016 Ford Ranger XLT 3.2 (4X4),2016,USED,4WD, 4 Doors, 5 Seats,Blue / -,98700,36999
H5794V1052Z,X8741N1913S,O7825Q6174T,R1831U1865J,2011 Holden Captiva CG 7 LX Wagon 7st 4dr Spts Auto 6sp 4x4 2.2DT,2011,USED,Other,,,White / -,183924,9990
X5975V6137A,E3444U8349O,Y8628F2221M,V8014N4386B,2013 Toyota 86 GTS,2013,USED,Rear, 2 Doors, 4 Seats,Orange / Grey,103706,24990
R4127K6458M,O9308K9687A,Z8852B1246V,A7240V2648A,2013 Volkswagen Golf 103 TSI Highline,2013,USED,Front, 5 Doors, 5 Seats,Gold / Black,126532,13990
O4608V9328D,N8103J6710R,I4802A6208J,H8533G5055U,2013 Mitsubishi Lancer LX Sportback,2013,USED,Front, 5 Doors, 5 Seats,Grey / Black,73421,16990
N3043H2502S,U1480A7509H,L3997V6774G,D5290K6653B,2009 Toyota Camry Ateva,2009,USED,Front, 4 Doors, 5 Seats,White / Black,155135,10995
G3646Y1086D,H8501T1233S,R9228K4904K,I9004Y9022W,2013 Hyundai I20 Active,2013,USED,Front, 5 Doors, 5 Seats,Grey / Black,123330,12990
F9411C4718Y,N8670U3533M,L8602M1099A,I5225P3220G,2014 Mitsubishi Lancer GSR Sportback,2014,USED,Front, 5 Doors, 5 Seats,Silver / Black,44249,18990
A6437S3214Z,B6934N9515G,Z5875I5351U,Q9756W2232F,2018 Mazda 2 Maxx,2018,USED,Front, 5 Doors, 5 Seats,Silver / Cloth,27100,23999
G1033R9862B,L1096E7437A,G7105L2761X,P2427H8723J,2009 Mazda 3 Maxx Sport,2009,USED,Front, 5 Doors, 5 Seats,White / -,70661,14995
B9271T2979X,G8101G3296E,U8261U9600W,X5789K8157W,2014 Mitsubishi Triton GLX (4X4),2014,USED,4WD, 4 Doors, 5 Seats,White / -,215100,18995
K8522R7735P,N9341U5825R,F7784W5506K,W6818T7404V,2014 Volkswagen Golf 90 TSI Comfortline,2014,USED,Front, 5 Doors, 5 Seats,Black / Black,155036,14990
G8856L6534F,F9278N8918F,X2508V2457B,A1857O1992N,2012 BMW M135I,2012,USED,Rear, 5 Doors, 5 Seats,Grey / Black Leather,67678,29950
P9176J1196X,L9462K4997U,W6322N4597Q,Z1426A6199Z,2015 Holden Commodore SV6 Storm,2015,USED,Rear, 4 Doors, 5 Seats,White / Black,133934,22999
K5669T2813Q,I4534M3978W,O2502B5202X,K8560E2735V,2008 Volkswagen Golf GTI,2008,USED,Front, 5 Doors, 5 Seats,Silver / -,174915,14990
X5399W2179F,K5726T9681E,R8353F7021B,Y4562S5186L,2014 Holden Cruze Equipe,2014,USED,Front, 4 Doors, 5 Seats,Silver / -,117000,7888
V8262Y7093U,L7742Y2348C,F6787X2130N,Z1894H3546O,2018 Hyundai Imax Active,2018,USED,Rear, 4 Doors, 8 Seats,Grey / Grey,190176,27990
N6163W5084T,C9573S2201P,Q3959Z5762N,H7272C7687T,2013 Mitsubishi Triton GLX (4X4),2013,USED,4WD, 4 Doors, 5 Seats,White / -,231675,19800
C9023M2973B,N3562Z1000A,V1111S7401H,N6120O5828C,2021 BMW 330I M Sport,2021,USED,Rear, 4 Doors, 5 Seats,Black / -,23332,67988
I6224H5799V,Q4110S4359P,X4205Y5146U,I4621O1804V,2018 Volkswagen Golf 110 TSI Comfortline,2018,USED,Front, 4 Doors, 5 Seats,White / Black,130647,21880
K9029J8602O,F7874S9128M,L6113G7798F,S2376E7768G,2019 Audi Q3 35 Tfsi S Tronic,2019,USED,Front, 4 Doors, 5 Seats,White / Black,47307,41888
T7776P3145H,J3895O2434V,O1039U6680P,C2570Z8212C,2005 Nissan Elgrand Highway Star,2005,USED,Other,,,Black / Black,69619,17900
R7481D5676S,R1116J4478M,M5488W4540N,O7651G4583B,2009 Toyota Estima X (hybrid),2009,USED,Other,,,Silver / Beige,128647,18900
C8771X7074N,L2276C7169A,L2957G1008B,J4016F7379C,2016 Subaru Outback 2.5I Premium,2016,USED,AWD, 4 Doors, 5 Seats,Silver / Black,74983,29990
T2472Z3314Z,U5405G3131K,Q9493R1969O,O2962H2099I,2007 Mazda 6 Classic Sports,2007,USED,Front, 5 Doors, 5 Seats,Black / Grey,102496,7920
N3445O7196A,N9443H3534L,Q9854Q8048U,I5471D1018O,2015 Hyundai Accent Active,2015,USED,Front, 5 Doors, 5 Seats,Silver / Black,84924,14999
S3929J7923C,H8617G4082N,S6543S7176M,S1475X5689M,2013 Land Rover Discovery 4 3.0 TDV6,2013,USED,4WD, 4 Doors, 5 Seats,White / Black,159558,38950
R9644B1115E,O2869S2365U,Z1047L6276D,G4684G1228F,2014 Mercedes-Benz B-Class B200 DCT,2014,USED,Front,,,Black / -,98296,16999
C6821S2649K,N5104M4306C,M1599B9816Q,E2702G5987E,2013 Ford Focus Ambiente,2013,USED,Front, 5 Doors, 5 Seats,Silver / Black,67590,12990
E7966C3495W,A6850Q4429Q,Z4267R9316S,F5864J8552Y,2017 Kia Sportage GT-Line (awd),2017,USED,AWD, 4 Doors, 5 Seats,White / Black,65502,29990
C5042O1760T,F9332J5296S,W4503M3159J,I3619E9868E,2010 Porsche Cayenne S,2010,USED,AWD, 4 Doors, 5 Seats,White / Black,193271,29990
U4106N5136P,S9170Q7233F,H9176L8065M,T3271K6835W,2016 Porsche Cayman GT4,2016,USED,Rear, 2 Doors, 2 Seats,White / Black,23481,214880
G9147K3487X,A7878A8661Q,B4685W8522E,U7195Y4464G,2007 Ford Territory SR (4X4),2007,USED,AWD, 4 Doors, 5 Seats,White / -,173839,8950
L5161W1864Q,X7126Q6582X,F2466M6965X,D8418O4118J,2017 Suzuki Swift Sport,2017,USED,Front,,,Yellow / Black,55794,26280
U3780T7122S,K7758J4218Q,X8238T7106W,F5944N5056B,2016 Nissan Navara SL (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / Black,258936,21290
H5225H8655O,D6420S2530A,F9994D6229S,F8187S6197K,2009 Toyota Estima X (hybrid),2009,USED,Other,,,Blue / Beige,106208,22900
