vehicle_id,model_id,location_id,engine_id,title,year,used_or_new,vehicle_type,doors,seats,colour_ext_int,kilometres,price
C5867J2044E,R9754Y9503Y,R7819R4327N,J5630I9066V,2022 Kia Stinger CK PE STINGER 3.3 GT A/T BLACK INT,2022,DEMO,Other,,,Grey / Black Cloth,2376,71390
U1595Y7276Q,Z8602F6219P,K4420I7153E,M5470B4887W,2022 Fiat 500 Dolcevita,2022,NEW,Other,,,- / White Fabric Seats With Black Inserts And White Stitching,25,29995
Y2536S4705U,I6527K1962C,B6288R2014E,T6347A1476E,2000 Nissan Juke JUKE STL 2WD AUTO,2000,NEW,Other,,,Grey / Black,6,38612
I9212Z9887E,F2979G8952R,J6716O1977Z,I2450I6952W,2023 GWM Haval Jolion Premium,2023,NEW,Front, 4 Doors, 5 Seats,White / Charcoal Cloth,20,28490
U1799R2520J,U9499L1468I,I9039Y4379C,G2260D9925Y,2020 Jeep Gladiator Overland (4X4),2020,USED,4WD, 4 Doors, 5 Seats,Black / -,39604,64830
Y4524T2704R,A9857D1023O,T7817G6951H,H2916N2047L,2021 Alfa Romeo Stelvio Veloce,2021,USED,AWD, 4 Doors, 5 Seats,Blue / -,2100,76830
H5951N4409V,H6580I9550M,Q9078R6041N,Y9707X7428N,2000 Nissan Leaf LEAF EV MY23 39KW,2000,NEW,Other,,,White / Black,0,50990
I5766W6007A,T5900O7701W,Z1821G3143W,W3829P4238T,2022 GWM UTE Cannon-L (4X4),2022,DEMO,4WD, 4 Doors, 5 Seats,Grey / Charcoal Comfort,21,41985
P5654V3362F,U3889V9827C,Z9188L2436W,V2551U7499O,2009 Holden Commodore SS-V SE,2009,USED,Rear, 4 Doors, 5 Seats,Blue / -,210183,26599
X7849E5879B,O8700Z7578O,L3555V3106V,P4468O3775H,2006 Toyota Hilux SR5 (4X4),2006,USED,4WD, 4 Doors, 5 Seats,White / -,273520,18049
P8157N9118Q,O9292Z7909P,J6180D7159Q,V5941Y4539L,2008 Mitsubishi Express MWB,2008,USED,Rear, 2 Doors, 2 Seats,White / -,221455,8549
S5889E6860Y,D9933M8346E,F1485Z3525T,T7857C4833N,2017 Mercedes-Benz GLA180,2017,USED,Front, 4 Doors, 5 Seats,Grey / -,31467,36830
D4314W8245Z,Z6402B1991X,G4664N5893X,F3975T3920N,2010 Hyundai I30 SLX 1.6 Crdi,2010,USED,Front, 5 Doors, 5 Seats,White / -,151648,11990
M1452P2810Y,W6734F3245C,K1178I5708E,W9586K8959Y,2016 Volkswagen Amarok TDI400 Core Edition (4X4),2016,USED,4WD, 4 Doors, 5 Seats,White / -,145488,26599
S3696Q2620D,R6525E5297V,N8611Q6676Y,L7393K9538F,2019 BMW X3 M Competition Xdrive,2019,USED,AWD, 5 Doors, 5 Seats,White / -,66679,94830
D8104S8049W,K5224K1143Q,A9633V2212O,D5168P4492E,2022 Fiat 500 Lounge,2022,NEW,Other,,,Red / Blue Fabric Fiat Monogrammed Seats,22,26995
S2006Q7302E,E9998S9345E,Y2547R5482F,Q9543L1999D,2016 Audi SQ5 3.0 TDI Quattro,2016,USED,AWD, 5 Doors, 5 Seats,Black / -,75457,49888
Y4028C6037R,E6912F6150W,N3408B7283Y,Y6689T9642P,2018 Mercedes-Benz CLA250 Sport 4Matic S/Brake,2018,USED,AWD, 4 Doors, 5 Seats,Silver / -,58846,45830
R8006P3597S,K7536F3898M,H7539W4793E,V7958Z7652Z,2022 Land Rover Defender 110 P400 SE (294KW),2022,USED,AWD, 5 Doors, 5 Seats,Black / Leather,17261,130569
K6128X5673O,G8611C3537Z,M2217U8217H,P2009P4927H,2022 Suzuki Jimny GLX (qld),2022,USED,4WD, 2 Doors, 4 Seats,White / Black,33,44990
I8589J8855U,J5838P3931W,S1226N3544V,Z5682A2084O,2023 Volkswagen T-Cross 85TSI Life,2023,NEW,Other,,,Blue / -,11,33600
O9048D1382M,P4457Q6983W,O2701X5191Z,A2485D1246W,2015 Holden Captiva CG 7 LTZ Wagon 7st 5dr Spts Auto 6sp 4x4 3.0i MY15,2015,USED,Other,,,White / -,96853,18888
Z5099V8479V,U5727G9761Y,E1094P3172U,Y7747V6652H,2022 Volkswagen Passat 206TSI R-Line,2022,NEW,AWD, 4 Doors, 5 Seats,Black / -,24,69990
I5439X4751V,T4009J8356D,Y4094D4784R,G2744C8973V,2022 LDV T60 Max Pro,2022,NEW,Other,,,White / -,10,38990
T5181P4630C,U6262X2592F,L2965Q3087U,K9124N6567R,2013 Volkswagen Beetle 1L Fender Edition Coupe 2dr DSG 7sp 1.4TSC,2013,USED,Other,,,Red / -,91718,24888
A7080L6279J,F8498T7742K,V3099H3651L,V5126B3225W,2018 Subaru Forester 2.5I-L,2018,USED,AWD, 4 Doors, 5 Seats,Brown / -,39824,35990
W9006V3449I,C4580M7116K,Z2847F3205V,W4940N7041E,2022 Suzuki Vitara (No Badge),2022,DEMO,Other,,,Blue / -,5921,31490
J1413P6032X,A9016X3685C,I2951F2178K,X4238T4335Z,2019 Kia Cerato S,2019,USED,Front, 4 Doors, 5 Seats,White / Black,24392,23930
H3656W6633C,V9805D1276B,M1684H8592I,H4478J4571A,2022 MG MG3 Excite,2022,NEW,Other,,,Silver / -,38,20990
L7747P7414B,L2228E6389B,R2734Q3495D,O6114V9244I,2022 Kia Niro HEV S,2022,DEMO,Other,,,White / -,25,45990
X1158Y9024I,D7977U6974G,L3842S1928N,U9471T8104V,2023 Hyundai I30 N Premium,2023,DEMO,Other,,,White / -,11,0
K6611R9694W,M5193W8713L,X5274R3452E,A8779S9832F,2016 Holden Colorado 7 LTZ (4X4),2016,USED,4WD, 4 Doors, 7 Seats,Silver / -,160050,29990
Y9542N7194V,T2546N2071Y,F4408K8990W,H4433U6455C,2023 Jeep Gladiator Rubicon (4X4),2023,NEW,4WD, 4 Doors, 5 Seats,Green / -,10,91888
D7006Q6728Z,L1013M1769V,P2738X2885W,W3472J4321F,2022 Kia Seltos Sport +,2022,NEW,Other,,,Blue / -,5,0
B2285R4522B,J4992J4961X,B4708O5367V,T6791M5100D,2023 Hyundai Santa FE Active,2023,NEW,Other,,,White / -,13,58490
Z1131L7526B,A5321W6034I,Z2073T3571W,S8776C4216E,2007 Mitsubishi Triton GLX,2007,USED,Rear, 4 Doors, 5 Seats,White / Black,296841,8750
O4338O4799Z,U8900E3366O,X4092W5611D,R4910T3665E,2015 Infiniti Q50 2.2D GT,2015,USED,Rear, 4 Doors, 5 Seats,Blue / -,95003,24990
S8645A1868W,M5265C4889Q,H7779G5505W,I5487M6996S,2019 Honda Civic RS,2019,USED,Front, 4 Doors, 5 Seats,Red / Black,43996,33990
P3632L5536P,I3004O1298B,V6111P7358M,F8187Z2030I,2016 Nissan Navara RX (4X4),2016,USED,4WD, 4 Doors, 5 Seats,Black / Black,85438,36990
G8790J3280P,X6122O6862O,F4642I6977O,E3464J7744L,2023 LDV T60 Mega TUB (4X4),2023,NEW,4WD, 4 Doors, 5 Seats,Orange / -,14,0
C9499E7989B,X2948I2673U,O8542Q3915B,H1101O2042L,2022 Mahindra PIK-UP S11 4X4,2022,NEW,4WD, 4 Doors, 5 Seats,Grey / Black Cloth,14,39490
S1125C8537N,B3711Y6826W,L1608P5076B,W4500O4767N,2022 Ssangyong Musso Ultimate XLV Luxury,2022,NEW,Other,,,Black / -,9,0
X8188E9956H,H7585Q9809W,E8135C5001G,Y8369D6815N,2023 LDV D90 (2WD),2023,NEW,Rear, 4 Doors, 7 Seats,White / -,9,0
V5480K9279B,O5506Q4176N,R1478L1300T,Y7973A5509L,2022 Suzuki Swift GL Navi Plus,2022,NEW,Front, 5 Doors, 5 Seats,Silver / Grey  Cloth,0,28085
U1033G2424I,E7337B4627U,F8004X9655U,O3307X3639U,2016 Ford Ranger PX MkII XL Cab Chassis Double Cab 4dr Spts Auto 6sp 4x4 3.2D,2016,USED,Other,,,White / -,108352,36990
I9973O2172M,I2391F9852P,U8519G5932F,T2015U2557N,2020 Ford Ranger PX MkII XL Plus Utility Double Cab 4dr Spts Auto 6sp 4x4 3.2,2020,USED,Other,,,White / -,114403,41750
A3826N6706T,G7914F4850M,Y9484Y2776Q,R9891E3118N,2014 Suzuki Swift Sport,2014,USED,Front, 5 Doors, 5 Seats,Red / Black  Cloth,93749,18999
L3697D7170D,X8424J7452V,R2295A4942J,L5193D2617D,2015 Hyundai Tucson Active X (fwd),2015,USED,Front, 4 Doors, 5 Seats,Grey / -,92316,23990
L1867E8112S,O2980P9739Z,O8416Q6168D,B6346W9934G,2016 Mitsubishi Triton GLX,2016,USED,Other,,,Grey / -,212604,17990
E5562N5824J,R7391H7168K,V4770X8623F,J3482E6898X,2018 Holden Colorado RG LS-X Utility Crew Cab 4dr Spts Auto 6sp 4x4 2.8DT MY16,2018,USED,Other,,,White / -,58268,38750
H1369A4358Q,Z2501B1443D,S8105D2999F,L5877V3179W,2015 Isuzu D-MAX SX (4x4),2015,USED,Other,,,White / -,144662,32990
F7754I5294Q,W9860K7829Q,E2429F2841N,M1334B8884V,2010 Ford Fiesta LX,2010,USED,Front, 5 Doors, 5 Seats,Blue / Grey,129853,7990
C9723N5505S,D9057F4109P,E4669F1988E,E7911S6003D,2017 Nissan Pathfinder ST (4X2),2017,USED,Front, 4 Doors, 7 Seats,Black / -,22308,34999
D7032U9544S,D6888O1182I,Q9996V9527O,F9894T8530O,2022 Isuzu MU-X LS-U (4X2),2022,USED,Front, 4 Doors, 7 Seats,Silver / Black,27079,59990
V2520E6847B,X3347S9073Y,H9576A3503K,L1357T6421T,2022 GWM Haval H6GT LUX (2WD),2022,DEMO,Front, 4 Doors, 5 Seats,Blue / -,29,40990
S7258Y4251Q,W6424L4707P,Z4305Y1880H,R1344X9118J,2021 BMW 118I M Sport,2021,USED,Front, 5 Doors, 5 Seats,White / Dakota Leather,23956,47890
U3125L9079Q,E9654D3685W,A7645X7796Z,I4377C5733D,2022 Mazda CX-3 Maxx Sport (fwd),2022,USED,Front, 4 Doors, 5 Seats,Red / -,44102,24999
A3515F7635Z,D5861R2285V,L8709D5966N,M7141K1537E,2018 Subaru Forester 2.5I-S (awd),2018,USED,AWD, 4 Doors, 5 Seats,Silver / -,226169,21999
B2207X3329Q,U3976G4491A,F5806I2412S,I4906K1283D,2022 GWM UTE Cannon-L (4X4),2022,DEMO,4WD, 4 Doors, 5 Seats,Blue / -,22,43085
L5048O2751Z,K4560M2575W,Z7071S3159D,G9991J7796V,2015 Nissan X-Trail TS (fwd),2015,USED,Front, 4 Doors, 5 Seats,Silver / -,156574,19999
N5637H7391E,F2814P5213R,E3309M2091F,X3789S3244R,2022 GWM Haval Jolion Ultra Hybrid,2022,NEW,Front, 4 Doors, 5 Seats,White / -,10,40895
P6577H1432N,G1055V8167O,A6475D8381J,H5165B8827E,2022 Nissan X-Trail ST,2022,USED,Other,,,Silver / -,18812,35999
Y7930N5751A,G9604K6012M,A6779G1214T,I9210J8019O,2018 Holden Colorado Z71 (4X4),2018,USED,4WD, 4 Doors, 5 Seats,White / -,245234,31999
G1236A9054T,M4191Q5326C,D7305N8008X,M9467J2178H,2020 Subaru XV 2.0I-S,2020,USED,AWD, 4 Doors, 5 Seats,Grey / -,51282,33990
B3107A6383F,Q7062L6913R,X4813Z5191L,D4948F3031T,2019 Toyota Landcruiser GXL (4X4),2019,USED,4WD, 2 Doors, 2 Seats,Silver / Grey,74244,89990
H1395H7384I,Y6629V3910M,X8775T5424C,X5791W6762N,2015 Isuzu D-MAX SX Utility Crew Cab 4dr Man 5sp 3.0DT MY15,2015,USED,Other,,,White / -,135448,23990
H1261C4058W,G9573C8209E,V2563S5069Q,V1137O2276N,2019 Mazda BT-50 XT (4X4) (5YR),2019,USED,4WD, 2 Doors, 3 Seats,White / Black,105990,38990
L8940U8122Q,W1181F4450P,S8953F6054J,G6368H7798R,2022 Volkswagen Arteon 140TSI Elegance (restr Feat),2022,USED,Front, 5 Doors, 5 Seats,Silver / Black,1589,59990
Q8802Z4918U,K3196U6638Z,P7479V8332R,Y6624R7503Z,2015 Kia Sorento Platinum (4X4),2015,USED,AWD, 4 Doors, 7 Seats,Grey / Black,190435,23990
N3901D1682S,R9693K8750E,O1732X4923K,B1516G8244T,2016 Lexus RC350 F Sport,2016,USED,Rear, 2 Doors, 4 Seats,Black / Black,84766,49990
Y1940Z8936Q,O7857T2130A,N1156C8788K,K9904S1903M,2016 Ford Everest Titanium,2016,USED,AWD, 4 Doors, 7 Seats,White / Black,86123,47990
U9688Z2330G,F5316W3520U,Q8826V7833V,C6488V4956A,2007 Mercedes-Benz SLK350,2007,USED,Rear, 2 Doors, 2 Seats,Black / Red Leather,102269,25990
E1690I9402J,W2894Q7687S,V7739G3095U,U3197Y7640U,2020 Toyota Rav 4 GX,2020,USED,Front,,,White / -,167229,32990
M5865L3141D,I1765V8799P,C2382N3304I,B3154D3912Y,2019 Hyundai Sonata Active,2019,USED,Front, 4 Doors, 5 Seats,White / Black,116362,20872
V3853R4408I,K5949X8408O,Z3680H6561S,U7546A9146X,2012 Toyota HiAce LWB,2012,USED,Rear, 9 Seats,,White / -,115666,23990
R4585S3997L,W6739P8158S,J8548A6387S,O4061A5589Y,2006 Toyota HiAce LWB,2006,USED,Rear, 4 Doors, 3 Seats,White / -,204140,24990
J3173M6551G,N9976Y7198B,Y7450C8840V,Q4686Y1271Y,1997 Toyota HiAce,1997,USED,Other, 2 Seats,,Bronze / -,197728,21990
G8091S9118R,N1904U5519G,M4261H6420G,B7737X3478K,2014 Toyota HiAce LWB,2014,USED,Other, 8 Seats,,White / -,130447,37990
L1082S7458V,N8003S2479X,C2644O5394J,E5627H1309Z,2022 Ram 1500 Limited Rambox (hybrid),2022,NEW,4WD, 4 Doors, 5 Seats,Silver / -,41,159990
J1549Q9967L,T3086Q3581V,I6110D9684Z,R2283J3531X,2022 Volkswagen T-Cross 85TSI Life,2022,NEW,Other,,,Grey / Black,13,36545
R1571T6069C,K9914T1829E,A9450O4119X,H7800O9804J,2022 Mazda 3 G25 GT,2022,NEW,Front, 5 Doors, 5 Seats,Red / Black Leather,4,41638
K5231B4722B,H1468A5327A,N2708V4291A,Z1315T8625P,2022 Ram 1500 Express,2022,NEW,Other,,,Red / Cloth,47,109990
M1639B3600Q,Z2830J4877W,D7145Q2715R,N7528T2576H,2012 Toyota HiAce LWB,2012,USED,Rear, 9 Seats,,White / -,127000,23990
I5861P9400V,M1850O7953A,S2549H9778H,N9286K9512V,2015 Toyota HiAce LWB CREW,2015,USED,Rear, 5 Seats,,Burgundy / -,138410,29990
E3981P8998M,N5041Q6335U,I8212Z5291Z,Q8176G5897A,2022 Volkswagen Amarok TDI580 W580S,2022,DEMO,Other,,,White / Titanium Black Vienna Leather,23,91000
T9972R1153N,O2883S7360C,G6154D2532U,Q9453R1332B,2010 Toyota Noah,2010,USED,Front, 6 Seats,,Grey / -,134782,18990
B7314D9955P,R4426Q8494N,N4002A3027P,W2740K4689X,1990 Daihatsu Hijet,1990,USED,Other, 2 Seats,,Blue / -,28647,9990
N6599X4702B,O4067O1153D,S8406E2379A,L9234T7107O,2002 Mitsubishi Delica,2002,USED,Other, 8 Seats,,Grey / -,174356,17990
X6034N5993D,J8040U6979E,C4921D6108I,J1660T1674I,2011 Nissan Pathfinder ST (4X4),2011,USED,4WD, 4 Doors, 7 Seats,Silver / Dark Grey,218124,14990
V9962U8124R,U9940D6242M,X8696E3758E,E5705K5861K,2022 Mazda CX-5 Touring (awd),2022,NEW,AWD, 4 Doors, 5 Seats,Red / Black Maztex/Cloth,3,49452
C5366Q5909M,W2724F8109H,E4604Y3430N,Y5745C1022Y,2017 Ford Everest Trend,2017,USED,Rear,,,Silver / Grey,125342,46990
G8776J3536G,I4606D6132J,G2179R9468P,G2070E7585S,2019 Ford Ranger Raptor 2.0 (4X4),2019,USED,4WD, 4 Doors, 5 Seats,White / Black,102247,58990
E4155C1356M,M2511R4765C,X9182J7755Y,R9190S1238C,2018 Ford Ranger XLT 3.2 (4X4),2018,USED,4WD, 4 Doors, 4 Seats,Grey / Black,106441,46950
B2527A5891O,T9443G5832O,U2675I9861C,Z5120B3226H,2019 Hyundai Iload 3S Liftback,2019,USED,Rear, 4 Doors, 3 Seats,White / Grey Cloth,44325,39950
X4537V5552F,Z7061R7166E,I7784X1784N,B5932U9064I,2012 Hyundai I30 SR,2012,USED,Front, 5 Doors, 5 Seats,Silver / Grey,195331,9419
J7104L7572D,O9398Y5018V,Q9721G2377W,G9606V5666F,2017 Mitsubishi Outlander LS (4X2),2017,USED,Front, 4 Doors, 7 Seats,Silver / Cloth,138644,23990
M7452Y3793R,Y7524Q6668G,G2758Y1764O,E2505Y1768C,2017 Hyundai Tucson Elite (awd),2017,USED,AWD, 4 Doors, 5 Seats,Black / Leather,76810,32888
Q1885Z9863I,C7194X7117O,W3368Q8857Z,X1021K5764Y,2021 Mitsubishi Triton GLS (4X4),2021,USED,4WD, 4 Doors, 5 Seats,Grey / -,15500,44999
M8436V8294F,D2770A7145H,O7187P5135K,R2593Q2836B,2019 Nissan Pathfinder ST (2WD),2019,USED,Front, 4 Doors, 7 Seats,White / Grey,64246,35990
Q6282B4454N,U8098X7867V,F2920S3465M,Z3713Q6343M,2013 Toyota 86 GT,2013,USED,Rear, 2 Doors, 4 Seats,White / Leather,40000,27980
W9543K1899Z,Q8170O9447G,J7575I1489I,Q1423D3653L,2022 Volkswagen T-ROC 140TSI Sport,2022,NEW,AWD, 4 Doors, 5 Seats,Red / Black,16,54380
S1051X2237O,A3650M8782W,P4330D8900I,S5364P3073O,2012 Honda CR-V VTI-S (4X4),2012,USED,4WD, 4 Doors, 5 Seats,Grey / Cloth,133911,18988
F9407R7309N,B6831M1870O,Y7230M9246C,Q1095V3794E,2018 Honda CR-V VTI (2WD),2018,USED,Front, 4 Doors, 5 Seats,Silver / Cloth,76955,29988
K9952G8091Q,D5545I1871N,Q9369S2600Y,B8692H6085X,2007 Toyota Aurion Presara,2007,USED,Front, 4 Doors, 5 Seats,Black / -,149000,9990
B4502N4207J,G3850V3396M,Z2422Y4217G,U7724J9803A,2011 Holden Commodore SV6,2011,USED,Rear, 4 Doors, 5 Seats,Black / Grey,93413,19800
D7295W4836K,N1729Y6865Q,T2941R6946D,F5990V1893V,2007 Nissan Elgrand Highway Star,2007,USED,Rear,,,Black / Black Leather,123979,17690
G2084Y2022D,T2784S9469B,Z5196O3557B,T8795E9529H,2012 Toyota Kluger Grande (4X4),2012,USED,4WD, 4 Doors, 7 Seats,Silver / Black,130895,24999
I8064B4049K,E2045E9363J,A9373B2167N,F1502H3454B,2003 Nissan Elgrand Highwaystar,2003,USED,Other,,,Brown / Grey,78672,15690
R9161V9174Q,U9067M6841Z,D3693G2999Y,V9335V9750F,2005 Subaru Impreza WRX STI,2005,USED,AWD, 4 Doors, 5 Seats,Blue / Blue,152262,35000
N4238L2532M,O5369J8946Q,U8699N9748Y,L9320Y2629I,2016 Kia Cerato S (AV),2016,USED,Front, 5 Doors, 5 Seats,White / Black,45847,19500
U2438N5011E,P1062A7842F,R4486X3264I,T8201L3502I,2018 Hyundai I30 Active,2018,USED,Front, 4 Doors, 5 Seats,Grey / Black,94766,20990
R9566L6349S,B1580H7049L,H7533M3601E,E8254J1928M,2012 Hyundai IX35 Active (fwd),2012,USED,Front, 4 Doors, 5 Seats,Green / Black,142287,10888
H5763B5965R,N3881L8760D,X1849Y4617N,H6988K4537E,2021 Suzuki Jimny,2021,USED,4WD, 2 Doors, 4 Seats,Grey / Cloth,33000,40988
L2884Q9322M,U2053D7724O,G9951A4302B,A4004B4970W,2022 Kia Niro HEV GT-Line BLK C Pillar (hyb),2022,USED,Front, 4 Doors, 5 Seats,Grey / Grey,3085,59888
K8442Y2643W,G3885D7066R,L3248X7746V,N1241P6901R,2019 Kia Cerato Sport+ Safety Pack,2019,USED,Front, 5 Doors, 5 Seats,Grey / Black,62339,28990
P1723E1135W,K5401M1719Q,J3988V7116J,A7042Y6588R,2007 Toyota Corolla Ascent,2007,USED,Front, 4 Doors, 5 Seats,- / -,260827,7800
V6467E9819F,A4750C1734O,E4137S6765G,V6469T7377N,2008 Toyota Crown Athlete G Package,2008,USED,Rear,,,Silver / Grey,99580,24000
D5310S5733Z,H5622K9410L,Y2577B9147S,K7119X9777D,2022 Honda CR-V VTI (2WD) 5 Seats,2022,USED,Front, 4 Doors, 5 Seats,Grey / Cloth,2081,40988
Y5964S7494U,M3741I8762L,F8362K4489Q,X6073S5907H,2021 Toyota Landcruiser Prado VX Flat Tailgate,2021,USED,4WD, 4 Doors, 7 Seats,Silver / -,47006,88888
E8768I7510X,L1215T9343A,G9143G1310E,U4175B1843W,2017 BMW X1 Xdrive 25I,2017,USED,AWD, 4 Doors, 5 Seats,Black / Black,75532,32888
M8101X3742X,V5511X1033J,Q6066M1087D,J9161J7685Z,2015 Mazda CX-9 Classic (fwd),2015,USED,Front, 4 Doors, 7 Seats,Black / Cloth,113000,24705
Y6861J6668J,C3198H5046L,A5260H3622S,S1956D6814C,2016 Mercedes-Benz E350 D,2016,USED,Rear, 4 Doors, 5 Seats,Black / Leather,68057,66800
R8700B2287C,C7378B9948N,Z8405L4101W,A2854F5797G,2015 Holden Cruze Equipe,2015,USED,Front,,,Grey / Black,158210,14627
H3773Y4088K,R4858E6311Y,V3842T7681E,N5499U3835U,2020 Ford Mustang GT 5.0 V8,2020,USED,Rear, 2 Doors, 4 Seats,Black / -,18936,79990
A4847F9419X,L2172O1862V,O4938D6268T,M4810V4891W,2012 Alfa Romeo 159 Sportwagon 2.4 JTD TI,2012,USED,Front, 4 Doors, 5 Seats,Black / Black,199379,12990
F5442Q5873K,J3729X6647K,Q8678G1959N,Z2303D7598Z,2021 Honda CR-V VTI LX (awd) 5 Seats,2021,USED,AWD, 4 Doors, 5 Seats,Silver / Leather,11109,48990
T1077G9871O,O5711S6185A,Y6677I9845F,I8313X3373X,2012 Holden Cruze CD,2012,USED,Front, 4 Doors, 5 Seats,Blue / -,86230,8990
H6626S4570M,W3444F9431T,V7125T8505W,H7142E2078A,1998 Toyota RAV4 (4X4),1998,USED,4WD, 2 Doors, 4 Seats,Blue / -,308344,8999
Q1348J3621O,U7447D5232D,H4063N7290X,G9150A9597P,2017 Holden Calais V Director EDT,2017,USED,Rear, 4 Doors, 5 Seats,Grey / Black,42622,79990
E9436V8522G,U8701P7053Z,Y2255I3252T,C2830Y3671L,2023 Hyundai Kona Premium 2WD,2023,NEW,Front,,,Grey / Black,10,44771
T8317V7282R,L8622E6220S,L6695K2515J,T3370C7663H,2022 Jeep Compass Night Eagle (fwd),2022,NEW,Front, 4 Doors, 5 Seats,Grey / Black Cloth/Vinyl,22,44459
Z1102F7356M,L7246G9048J,E7863R7422G,R2131R4121N,2023 Suzuki Swift GL Navi,2023,NEW,Front, 5 Doors, 5 Seats,- / -,8,0
J1290U1605A,S9848M9410I,X2088T2185O,W9008T9991D,2016 Toyota Kluger GX (4X2),2016,USED,Front, 4 Doors, 7 Seats,White / -,143922,30900
X1536M6870F,E8102L6105H,Y6528W2561O,W9839J5017B,2022 Audi Q3 35 Tfsi,2022,DEMO,Front, 4 Doors, 5 Seats,White / Pearl Beige,4589,58490
H1460B5919Z,H5397I2113O,Z1425V5568O,K8628Z7600P,2022 Volkswagen Golf 110TSI,2022,NEW,Front, 4 Doors, 5 Seats,Silver / Black,14,46620
P2927C5081I,G2596O2082K,L5287V6937X,O7451U5072I,2020 Suzuki Swift GL Navi,2020,USED,Front, 5 Doors, 5 Seats,Red / -,21478,24888
H9033R7322H,E4552N7742D,V8309O5080I,B6053G3296J,2022 Mazda CX-5 G25 Touring,2022,DEMO,Other,,,Red / Black Maztex/Cloth,8160,43488
Z8884Z1192O,Y1784G8251R,G8489G7617R,S1473I1175Y,2014 HSV GTS,2014,USED,Rear, 4 Doors, 5 Seats,Green / Black Leather,31042,149999
H4835O9111Y,S3306K9974Q,I4427I3285G,A8299H7548Z,2017 Kia Picanto SI,2017,USED,Front, 5 Doors, 5 Seats,Silver / Black,30132,0
Y6760H7489N,G5974E9230W,T6215C6254O,U2415K7506T,2022 Suzuki S-Cross Turbo GL+ (qld),2022,USED,AWD, 4 Doors, 5 Seats,Grey / -,0,43888
W6568Z8308L,F5390D8681J,Q1517B3163E,V9251J2418G,2022 Mercedes-Benz CLA 200,2022,USED,Front, 4 Doors, 5 Seats,White / Black Dinamica,25259,66800
I5369Q3544H,R8581U5108G,A2622N8702I,W6217Y9414S,2022 Mazda CX-5 G25 Touring Active,2022,DEMO,Other,,,Gold / Black/Green,11,48717
G2302L9038H,Z8613X8780K,Y5441H9116G,S1786R5105O,2014 Honda Fit,2014,USED,Front, 5 Seats,,Grey / -,109606,18999
N6200Z6124K,Q6304D4249U,R9675Z8053E,Z2550Z7615A,2023 Mazda CX-30 G20 Touring,2023,DEMO,Other,,,Grey / Black Leather,3038,41231
A2909J6876H,U5044G5701D,O4713Q4442R,L7685B3724L,2020 Mazda CX-3 Maxx Sport (fwd),2020,USED,Front, 4 Doors, 5 Seats,Blue / -,40900,31990
H5553H3859S,S6852S6325B,N1684W5849R,V1306S2698Q,2022 Mercedes-Benz GLB GLB200 DCT,2022,USED,Front,,,White / Black Artico,28683,68800
T2748J8244O,T9670P5550H,U4637U2067J,X8308J6076H,2022 Mazda CX-30 G25 Touring SP,2022,DEMO,Other,,,White / Burgundy Leather,6222,40998
M5830U8092K,S8012C7926Z,K6001B9084V,N2520L5963A,2014 Nissan NV350,2014,USED,Rear, 6 Seats,,Grey / -,124000,29995
O2712B1503P,B4186P2646Q,U6688L7732C,A7799S4198A,2021 Nissan Leaf E+,2021,USED,Front, 5 Doors, 5 Seats,Blue / Black Leather,29050,48990
I5888P2453F,Q8447S7676H,V7268N4257J,A6595T6400M,2023 Mazda CX-5 Maxx Sport,2023,DEMO,Other,,,Grey / Black Cloth,1630,44012
H8569I3664A,E3753B7424N,W7600I6801M,N3892H4254I,2008 Alfa Romeo 159 2.2 JTS,2008,USED,Front, 4 Doors, 5 Seats,Grey / Black,104776,12890
G9546H9044J,N9451E2818L,A4171Q8472Y,L8719O3091O,2015 Mercedes-Benz GLC250,2015,USED,AWD, 4 Doors, 5 Seats,Black / -,102885,44868
O7780A2706T,Q1299R8566X,E1226A4645U,P2648U6693H,2016 Mercedes-Benz C63 S,2016,USED,Rear, 4 Doors, 5 Seats,- / -,38706,98888
B8272O4531X,A4000R8214A,L9433J8779Q,O5325G7367P,2023 Mazda CX-30 G25 Astina,2023,NEW,Other,,,Red / Black Leather,4,47926
H8105G6535Q,M5895N7314D,Z3564D4551R,A2025Y3117G,2022 Volkswagen Touareg 170TDI,2022,DEMO,AWD, 4 Doors, 5 Seats,Silver / Soul Black,1603,91888
T8847E8872R,J9165B1226R,Q4979E6120G,H6645J8830C,2022 Volkswagen T-ROC R Grid Edition,2022,NEW,AWD, 4 Doors, 5 Seats,Blue / Black Grey,18,60990
U7295J3110J,T8194U3866O,L1825E7888Y,N3903G5960C,2023 Hyundai Santa FE Highlander HEV (7 Seat),2023,DEMO,AWD, 4 Doors, 7 Seats,Silver / Black Nappa,873,75893
V3029I1678E,H3220K4484B,A2544I9178W,L1288L1500U,2012 Toyota Prius Plug-in Hybrid,2012,USED,Other,,,White / Black Half Leather,74481,21990
C5072V6879L,L8965P9704Z,R9707C7264H,G4355U5636G,2023 Skoda Octavia RS 180TSI,2023,NEW,Front, 4 Doors, 5 Seats,White / Rs,14,62160
J5696X6421K,S2299X2968C,D8200G3191N,I3000R8056Z,2022 Volvo S60 Ultimate B5 Bright Mhev,2022,NEW,AWD, 4 Doors, 5 Seats,Blue / Nappa Charcoal,11,79773
