engine_id,cylinders,engine_size,fuel_type,fuel_consumption,transmission_type
V8452Z7406P,4 cyl,"4 cyl, 2.2 L",Diesel,8.7 L / 100 km,Automatic
T6729Z3943D,4 cyl,"4 cyl, 1.5 L",Premium,6.7 L / 100 km,Automatic
A8785L2129R,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Automatic
M1140B1516N,8 cyl,"8 cyl, 5.5 L",Premium,11 L / 100 km,Automatic
W3533M3418G,4 cyl,"4 cyl, 1.3 L",Unleaded,6 L / 100 km,Automatic
M3349V9564V,-,-,Unleaded,-,Automatic
V3582Z8233E,4 cyl,"4 cyl, 2 L",Diesel,5.1 L / 100 km,Automatic
T2660S9100L,4 cyl,"4 cyl, 1.6 L",Unleaded,8 L / 100 km,Automatic
E2159A6099O,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
A2203B8293A,4 cyl,"4 cyl, 1.3 L",Hybrid,4.5 L / 100 km,Automatic
W4631G1135F,-,-,Unleaded,-,Automatic
C9740E2102K,4 cyl,"4 cyl, 2.7 L",Unleaded,9.8 L / 100 km,Automatic
W3850J4136Z,-,-,Unleaded,-,Automatic
E7440W9391I,-,-,-,-,Automatic
S7716N5035G,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
W5893F6066L,4 cyl,"4 cyl, 1.4 L",Premium,6.2 L / 100 km,Automatic
V7688S7305F,4 cyl,"4 cyl, 2 L",Diesel,5.6 L / 100 km,Automatic
A9121U2391U,-,-,-,-,Manual
E7427O3753B,4 cyl,"4 cyl, 2 L",Diesel,5.4 L / 100 km,Automatic
D3828I3062T,3 cyl,"3 cyl, 1 L",Unleaded,5.4 L / 100 km,Automatic
T7977X5643D,4 cyl,"4 cyl, 2.4 L",Unleaded,7.5 L / 100 km,Automatic
U8150U1371C,4 cyl,"4 cyl, 1.6 L",Unleaded,6.1 L / 100 km,Automatic
X9958Z4410A,6 cyl,"6 cyl, 3 L",Diesel,8.4 L / 100 km,Automatic
G1671R3840X,4 cyl,"4 cyl, 1.5 L",Unleaded,5.8 L / 100 km,Automatic
D9297F4230D,4 cyl,"4 cyl, 2.5 L",Premium,8.4 L / 100 km,Automatic
K6649Q9812O,3 cyl,"3 cyl, 1.2 L",Unleaded,4.7 L / 100 km,Automatic
Q2108I1643B,4 cyl,"4 cyl, 2.4 L",Unleaded,9.8 L / 100 km,Automatic
S9701H6273T,-,-,Unleaded,-,Automatic
A5055L8990Y,4 cyl,"4 cyl, 2.4 L",Unleaded,7.9 L / 100 km,Automatic
Y9644F3871R,6 cyl,"6 cyl, 2.7 L",Diesel,8.2 L / 100 km,Automatic
P7002C2697O,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
Z1401X9718U,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Manual
E4752A8231W,-,-,Premium,-,Automatic
F9667D6565Z,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
R2249R7158J,4 cyl,"4 cyl, 1.5 L",Unleaded,6.2 L / 100 km,Automatic
T4787X7775T,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
M6907I9031H,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
R2283I2332D,4 cyl,"4 cyl, 1.5 L",Unleaded,6.7 L / 100 km,Automatic
K8631I3708I,-,-,Unleaded,-,Automatic
X8600H1983E,4 cyl,"4 cyl, 1.8 L",Unleaded,7.7 L / 100 km,Manual
P1642G1827A,-,-,Unleaded,-,Automatic
T4430E8643D,4 cyl,"4 cyl, 2.4 L",Unleaded,9.1 L / 100 km,Automatic
Q3050U4799V,4 cyl,"4 cyl, 2.4 L",Unleaded,0 L / 100 km,Automatic
X9871U5717H,4 cyl,"4 cyl, 1.6 L",Premium,7.4 L / 100 km,Automatic
J3053G7855J,4 cyl,"4 cyl, 2.4 L",Diesel,7.6 L / 100 km,Automatic
U3519M6320A,4 cyl,"4 cyl, 1.8 L",Premium,7.9 L / 100 km,Automatic
E2382H9114R,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Automatic
S7379E1955B,4 cyl,"4 cyl, 2 L",Premium,7.8 L / 100 km,Manual
U5926P6177I,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
Y8840B4568E,4 cyl,"4 cyl, 1.8 L",Unleaded,7.7 L / 100 km,Automatic
N9220Z5528C,6 cyl,"6 cyl, 4 L",Unleaded,9.9 L / 100 km,Automatic
L9476Z4344A,4 cyl,"4 cyl, 1.4 L",Premium,6 L / 100 km,Manual
L8727T2556N,4 cyl,"4 cyl, 2.4 L",Unleaded,8.7 L / 100 km,Automatic
L7223O4912W,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
C2273N1055U,4 cyl,"4 cyl, 2.7 L",Unleaded,10.9 L / 100 km,Automatic
X6883Q6827E,4 cyl,"4 cyl, 1.8 L",Unleaded,6.9 L / 100 km,Automatic
A4701K2033C,4 cyl,"4 cyl, 2.5 L",Unleaded,6.6 L / 100 km,Automatic
I6560K4616B,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
V3662X3533E,4 cyl,"4 cyl, 2.2 L",Diesel,7.8 L / 100 km,Automatic
W5941E3277M,4 cyl,"4 cyl, 2 L",Diesel,5.6 L / 100 km,Automatic
U9852X2464C,4 cyl,"4 cyl, 1.6 L",Premium,7.5 L / 100 km,Automatic
F6531T5497J,6 cyl,"6 cyl, 3 L",Diesel,9.6 L / 100 km,Automatic
C6726N9489Y,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
F7773U8261J,4 cyl,"4 cyl, 2 L",Premium,6.7 L / 100 km,Automatic
X7818S9300X,3 cyl,"3 cyl, 1 L",Unleaded,5.4 L / 100 km,Automatic
Q1505U9224A,6 cyl,"6 cyl, 3.2 L",Unleaded,10 L / 100 km,Automatic
E5930M2153N,4 cyl,"4 cyl, 2 L",Premium,8.8 L / 100 km,Automatic
W2187H2719H,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
O4541R5667Z,4 cyl,"4 cyl, 2 L",Premium,6.4 L / 100 km,Automatic
O1588A6425H,4 cyl,"4 cyl, 2 L",Unleaded,8.1 L / 100 km,Automatic
N8175Q1010H,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
R6249I8392W,4 cyl,"4 cyl, 2 L",Premium,8.9 L / 100 km,Automatic
W7575W1210I,4 cyl,"4 cyl, 2.5 L",Diesel,9 L / 100 km,Automatic
A3800U1531A,4 cyl,"4 cyl, 1.3 L",Unleaded,6.3 L / 100 km,Automatic
Q1755Q4174W,6 cyl,"6 cyl, 3.5 L",Unleaded,10.4 L / 100 km,Automatic
Q5017R6704L,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
K1632Z7993G,4 cyl,"4 cyl, 2 L",Unleaded,7.1 L / 100 km,Automatic
I3606F5396D,4 cyl,"4 cyl, 2 L",Premium,5.5 L / 100 km,Automatic
Z7818J2436C,-,-,Unleaded,-,Automatic
A9261K2059R,8 cyl,"8 cyl, 6 L",Unleaded,14.5 L / 100 km,Manual
T6130R8366F,4 cyl,"4 cyl, 1.4 L",Unleaded,5.9 L / 100 km,Automatic
W6075Z7888W,5 cyl,"5 cyl, 3.2 L",Diesel,9.3 L / 100 km,Automatic
A6112W3696E,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
Q5947L3209H,4 cyl,"4 cyl, 1.4 L",Unleaded,6.4 L / 100 km,Automatic
W5400E8345H,-,-,Unleaded,-,Automatic
U8333T6478M,4 cyl,"4 cyl, 2.3 L",Unleaded,11.5 L / 100 km,Automatic
S4078F9019Z,4 cyl,"4 cyl, 1.4 L",Premium,5.9 L / 100 km,Automatic
N2357S6935V,4 cyl,"4 cyl, 2.5 L",Unleaded,6.6 L / 100 km,Automatic
S8718Q6444Z,-,-,Unleaded,-,Automatic
S4321H4416R,6 cyl,"6 cyl, 3.5 L",Unleaded,10.9 L / 100 km,Automatic
Y9336H8730O,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Automatic
H8900B3948M,4 cyl,"4 cyl, 2 L",Unleaded,6.6 L / 100 km,Automatic
A5200T9946B,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
P1135B6572A,4 cyl,"4 cyl, 2 L",Unleaded,7.3 L / 100 km,Automatic
O9089I4543G,4 cyl,"4 cyl, 2.3 L",Unleaded,11.5 L / 100 km,Automatic
L1841G9038J,4 cyl,"4 cyl, 2 L",Premium,6.7 L / 100 km,Automatic
S8743H2374F,4 cyl,"4 cyl, 1.6 L",Premium,5.8 L / 100 km,Automatic
P7630U5037G,-,-,Unleaded,-,Automatic
R1865E1919T,-,-,Diesel,-,Automatic
N8963W2490I,-,-,Unleaded,-,Manual
A7734S8403W,8 cyl,"8 cyl, 4.1 L",Diesel,9.2 L / 100 km,Automatic
W5423R1482C,3 cyl,"3 cyl, 1 L",Unleaded,4.8 L / 100 km,Automatic
H4131O3997M,6 cyl,"6 cyl, 3.6 L",Premium,9.9 L / 100 km,Automatic
D4539G8565S,4 cyl,"4 cyl, 1.2 L",Premium,5.4 L / 100 km,Manual
U7778W5782R,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
N4822N5162C,4 cyl,"4 cyl, 2 L",Unleaded,6.7 L / 100 km,Automatic
D6848Z4938C,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
J2238L4573R,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
I9330C6916J,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
K5479X7707O,4 cyl,"4 cyl, 1.5 L",Unleaded,6.6 L / 100 km,Automatic
M4275W3524R,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
U2174B2693J,4 cyl,"4 cyl, 1.6 L",Unleaded,7.4 L / 100 km,Manual
Z9211O7566R,6 cyl,"6 cyl, 3.6 L",Premium,10.1 L / 100 km,Automatic
I2976Z2992W,4 cyl,"4 cyl, 2.4 L",Unleaded,9.6 L / 100 km,Automatic
P3871S7290F,6 cyl,"6 cyl, 3 L",Unleaded,8.3 L / 100 km,Automatic
A4372M9874C,4 cyl,"4 cyl, 1.8 L",Premium,9 L / 100 km,Automatic
R2074R9236S,-,-,Unleaded,-,Automatic
O8985C7812Q,4 cyl,"4 cyl, 2.5 L",Unleaded,6.6 L / 100 km,Automatic
M4277Y7429H,4 cyl,"4 cyl, 1.4 L",Premium,6 L / 100 km,Automatic
C9131V2532B,4 cyl,"4 cyl, 1.8 L",Unleaded,6.7 L / 100 km,Automatic
U5299F3768C,4 cyl,"4 cyl, 2.4 L",Unleaded,7.9 L / 100 km,Automatic
Z6716T8823R,-,-,Unleaded,-,Automatic
P8275K6111C,-,-,-,-,Automatic
O5647Q8224C,4 cyl,"4 cyl, 1.3 L",Unleaded,6.5 L / 100 km,Automatic
S9610Z2024T,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
F3030R3414Q,4 cyl,"4 cyl, 2.5 L",Unleaded,8.6 L / 100 km,Manual
V3422Q7264W,5 cyl,"5 cyl, 3.2 L",Diesel,9 L / 100 km,Automatic
R1831U1865J,-,-,Diesel,-,Automatic
V8014N4386B,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
A7240V2648A,4 cyl,"4 cyl, 1.4 L",Premium,5.2 L / 100 km,Automatic
H8533G5055U,4 cyl,"4 cyl, 2 L",Unleaded,7.3 L / 100 km,Automatic
D5290K6653B,4 cyl,"4 cyl, 2.4 L",Unleaded,9.9 L / 100 km,Automatic
I9004Y9022W,4 cyl,"4 cyl, 1.4 L",Unleaded,6.4 L / 100 km,Automatic
I5225P3220G,4 cyl,"4 cyl, 2.4 L",Unleaded,8.9 L / 100 km,Automatic
Q9756W2232F,4 cyl,"4 cyl, 1.5 L",Unleaded,4.9 L / 100 km,Automatic
P2427H8723J,4 cyl,"4 cyl, 2 L",Unleaded,8.2 L / 100 km,Automatic
X5789K8157W,4 cyl,"4 cyl, 2.5 L",Diesel,9.3 L / 100 km,Automatic
W6818T7404V,4 cyl,"4 cyl, 1.4 L",Premium,5.4 L / 100 km,Automatic
A1857O1992N,6 cyl,"6 cyl, 3 L",Premium,7.5 L / 100 km,Automatic
Z1426A6199Z,6 cyl,"6 cyl, 3.6 L",Unleaded,9.8 L / 100 km,Automatic
K8560E2735V,4 cyl,"4 cyl, 2 L",Premium,8 L / 100 km,Automatic
Y4562S5186L,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
Z1894H3546O,4 cyl,"4 cyl, 2.5 L",Diesel,8.8 L / 100 km,Automatic
H7272C7687T,4 cyl,"4 cyl, 2.5 L",Diesel,9.1 L / 100 km,Manual
N6120O5828C,4 cyl,"4 cyl, 2 L",Premium,6.4 L / 100 km,Automatic
I4621O1804V,4 cyl,"4 cyl, 1.4 L",Premium,5.6 L / 100 km,Automatic
S2376E7768G,4 cyl,"4 cyl, 1.4 L",Premium,7.2 L / 100 km,Automatic
C2570Z8212C,-,-,Unleaded,-,Automatic
O7651G4583B,-,-,Unleaded,-,Automatic
J4016F7379C,4 cyl,"4 cyl, 2.5 L",Premium,7.3 L / 100 km,Automatic
O2962H2099I,4 cyl,"4 cyl, 2.3 L",Premium,8.8 L / 100 km,Manual
I5471D1018O,4 cyl,"4 cyl, 1.6 L",Unleaded,6.4 L / 100 km,Automatic
S1475X5689M,6 cyl,"6 cyl, 3 L",Diesel,8.8 L / 100 km,Automatic
G4684G1228F,-,-,Premium,-,Automatic
E2702G5987E,4 cyl,"4 cyl, 1.6 L",Unleaded,6.6 L / 100 km,Automatic
F5864J8552Y,4 cyl,"4 cyl, 2.4 L",Unleaded,8.5 L / 100 km,Automatic
I3619E9868E,8 cyl,"8 cyl, 4.8 L",Premium,10.5 L / 100 km,Automatic
T3271K6835W,6 cyl,"6 cyl, 3.8 L",Premium,10.3 L / 100 km,Manual
U7195Y4464G,6 cyl,"6 cyl, 4 L",Unleaded,12.2 L / 100 km,Automatic
D8418O4118J,-,-,Premium,-,Automatic
F5944N5056B,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
F8187S6197K,-,-,Unleaded,-,Automatic
Q1974R9556M,-,-,-,-,-
O5408Y9532C,4 cyl,"4 cyl, 2.2 L",Diesel,6.5 L / 100 km,Automatic
H4594F5932H,4 cyl,"4 cyl, 3 L",Diesel,9.5 L / 100 km,Automatic
Q5208Z1068T,4 cyl,"4 cyl, 2 L",Unleaded,5.8 L / 100 km,Automatic
K4661R7080J,4 cyl,"4 cyl, 1.6 L",Unleaded,7.2 L / 100 km,Automatic
Y4697M4561X,4 cyl,"4 cyl, 2 L",Diesel,5.1 L / 100 km,Automatic
J5083O6653Z,4 cyl,"4 cyl, 2 L",Premium,6.4 L / 100 km,Automatic
N7113U4359S,4 cyl,"4 cyl, 2.3 L",Premium,8.9 L / 100 km,Automatic
J7344D6003F,4 cyl,"4 cyl, 1.6 L",Unleaded,6.4 L / 100 km,Automatic
Q4691P7014N,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
L9361B2607X,4 cyl,"4 cyl, 2 L",Unleaded,7.3 L / 100 km,Automatic
D5493X6505N,6 cyl,"6 cyl, 3 L",Premium,8.8 L / 100 km,Automatic
J9526H9522F,4 cyl,"4 cyl, 1.4 L",Unleaded,6.2 L / 100 km,Automatic
L5120L7415K,4 cyl,"4 cyl, 2.4 L",Diesel,9.5 L / 100 km,Manual
V7897X5355U,-,-,Unleaded,-,Automatic
O7461F4708S,3 cyl,"3 cyl, 1.2 L",Premium,5.1 L / 100 km,Automatic
N8346K1468Q,4 cyl,"4 cyl, 1.4 L",Unleaded,6.9 L / 100 km,Automatic
U6591D2532H,4 cyl,"4 cyl, 2.5 L",Diesel,9.3 L / 100 km,Automatic
N6712K4133N,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Manual
H6809Y6684Y,4 cyl,"4 cyl, 2 L",Unleaded,6.1 L / 100 km,Automatic
O6356L6841H,4 cyl,"4 cyl, 2.5 L",Diesel,9.8 L / 100 km,Manual
G9310M1866W,4 cyl,"4 cyl, 2.4 L",Unleaded,9 L / 100 km,Automatic
D9922S2960W,4 cyl,"4 cyl, 2 L",Unleaded,7.1 L / 100 km,Automatic
Y5167U3036U,5 cyl,"5 cyl, 2.5 L",Premium,8.1 L / 100 km,Automatic
S7167B9666I,4 cyl,"4 cyl, 2.5 L",Diesel,8 L / 100 km,Manual
U1336K4705S,6 cyl,"6 cyl, 3 L",Diesel,16 L / 100 km,Automatic
V7022A8727L,4 cyl,"4 cyl, 2 L",Hybrid,6.5 L / 100 km,Automatic
B4398Z8485H,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
B8397F4210R,5 cyl,"5 cyl, 3.2 L",Diesel,9.4 L / 100 km,Manual
U2785K2146B,4 cyl,"4 cyl, 2 L",Premium,9.3 L / 100 km,Manual
F3829O6660Q,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
C8850I4098D,4 cyl,"4 cyl, 2.5 L",Diesel,10.5 L / 100 km,Automatic
U6312J5152Y,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
A9066B4237I,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
L7043S3818V,-,-,Unleaded,-,Automatic
L9503H2578N,4 cyl,"4 cyl, 3 L",Diesel,7.7 L / 100 km,Automatic
C5062F2265P,4 cyl,"4 cyl, 1.8 L",Diesel,4.6 L / 100 km,Automatic
N7982D3128T,4 cyl,"4 cyl, 2.7 L",Unleaded,11.6 L / 100 km,Manual
K5266N1609Q,3 cyl,"3 cyl, 1 L",Premium,5.3 L / 100 km,Automatic
X1099H5802O,4 cyl,"4 cyl, 1.5 L",Unleaded,5.2 L / 100 km,Automatic
K3318U9640Y,4 cyl,"4 cyl, 1.8 L",Unleaded,7.7 L / 100 km,Automatic
S9139Z9370R,6 cyl,"6 cyl, 3.6 L",Premium,10.4 L / 100 km,Automatic
A5333Y7619N,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
E9726G7763O,4 cyl,"4 cyl, 2.5 L",Unleaded,8.3 L / 100 km,Automatic
N1863A2374C,4 cyl,"4 cyl, 1.5 L",Unleaded,5.8 L / 100 km,Automatic
B9573I3542C,4 cyl,"4 cyl, 1.2 L",Premium,5.6 L / 100 km,Automatic
J4319V4488T,4 cyl,"4 cyl, 2.2 L",Diesel,7.4 L / 100 km,Automatic
Z2861V3860O,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
X3103H8071E,4 cyl,"4 cyl, 3 L",Diesel,8.1 L / 100 km,Automatic
Q8623G2422L,4 cyl,"4 cyl, 1.8 L",Unleaded,7.1 L / 100 km,Automatic
G6053R4735T,6 cyl,"6 cyl, 3.5 L",Premium,9.7 L / 100 km,Automatic
M8806L1755N,4 cyl,"4 cyl, 1.5 L",Unleaded,4.9 L / 100 km,Automatic
H7261P7643V,4 cyl,"4 cyl, 1.8 L",Unleaded,7.7 L / 100 km,Automatic
L4995F3943R,6 cyl,"6 cyl, 3.5 L",Unleaded,10.6 L / 100 km,Automatic
W4722K9601S,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
A3550I5568O,8 cyl,"8 cyl, 6 L",Premium,11.8 L / 100 km,Automatic
F4034P2713K,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
I2586B2879J,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
J6129S3749B,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
V3851V3732M,-,-,-,-,Manual
Y2748Q6894A,4 cyl,"4 cyl, 2.5 L",Unleaded,7.8 L / 100 km,Automatic
J4740U8925H,4 cyl,"4 cyl, 1.8 L",Unleaded,6.6 L / 100 km,Automatic
P3733B8643W,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
A8615H8432W,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
C2309G4767Y,4 cyl,"4 cyl, 1.8 L",Unleaded,6.6 L / 100 km,Automatic
B1855P5676U,6 cyl,"6 cyl, 3.3 L",Unleaded,10.2 L / 100 km,Automatic
D5009G6062O,4 cyl,"4 cyl, 2.5 L",Unleaded,8.5 L / 100 km,Automatic
J4634X8321F,4 cyl,"4 cyl, 1.3 L",Unleaded,6.6 L / 100 km,Automatic
P1265W1145Z,4 cyl,"4 cyl, 2 L",Premium,5.8 L / 100 km,Automatic
D5745G7382O,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Manual
C3421Z9248A,4 cyl,"4 cyl, 2.5 L",Unleaded,7.3 L / 100 km,Automatic
C9587A1883S,6 cyl,"6 cyl, 2.7 L",Diesel,8.2 L / 100 km,Automatic
U3909H3229G,4 cyl,"4 cyl, 1.4 L",Unleaded,6.3 L / 100 km,Automatic
P9441A4204C,6 cyl,"6 cyl, 3.6 L",Unleaded,9.5 L / 100 km,Automatic
V6321Z2175F,6 cyl,"6 cyl, 4.2 L",Diesel,0 L / 100 km,Manual
I5640A8463P,4 cyl,"4 cyl, 3 L",Diesel,8.1 L / 100 km,Manual
K6927Z8769S,4 cyl,"4 cyl, 1.8 L",Unleaded,6.1 L / 100 km,Automatic
L8661P1651K,4 cyl,"4 cyl, 1.5 L",Unleaded,6 L / 100 km,Automatic
G8502S2647E,4 cyl,"4 cyl, 1.8 L",Premium,6.7 L / 100 km,Automatic
J5911S4732U,4 cyl,"4 cyl, 1.6 L",Unleaded,7.1 L / 100 km,Automatic
T7502K8830J,4 cyl,"4 cyl, 1.5 L",Unleaded,6.8 L / 100 km,Automatic
E3316C7587L,4 cyl,"4 cyl, 2 L",Premium,8.8 L / 100 km,Automatic
B2484R7249K,4 cyl,"4 cyl, 1.6 L",Diesel,6.2 L / 100 km,Manual
Q8670Y2630M,4 cyl,"4 cyl, 1.6 L",Premium,5.9 L / 100 km,Manual
E3531H8932F,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
I3010A3161S,4 cyl,"4 cyl, 1.8 L",Unleaded,6.6 L / 100 km,Automatic
I5587J1456N,4 cyl,"4 cyl, 2.5 L",Diesel,8.1 L / 100 km,Manual
S7615E3865P,4 cyl,"4 cyl, 1.8 L",Unleaded,6.7 L / 100 km,Automatic
Y9334Z9041F,4 cyl,"4 cyl, 2.5 L",Unleaded,7 L / 100 km,Automatic
U8031T2089E,4 cyl,"4 cyl, 2 L",Premium,8.3 L / 100 km,Automatic
I1397M5372Y,4 cyl,"4 cyl, 2.4 L",Unleaded,9.3 L / 100 km,Automatic
A8365T2126P,6 cyl,"6 cyl, 3 L",Diesel,6.8 L / 100 km,Automatic
X2701H7191N,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
C2365X9541R,6 cyl,"6 cyl, 3.6 L",Unleaded,9.8 L / 100 km,Automatic
Y2665M1126L,-,-,Unleaded,-,Automatic
T1462P2692P,4 cyl,"4 cyl, 1.6 L",Diesel,5.3 L / 100 km,Automatic
L7186H7631C,4 cyl,"4 cyl, 2.3 L",Premium,8.9 L / 100 km,Automatic
Y9637T6948E,4 cyl,"4 cyl, 1.4 L",Premium,7.2 L / 100 km,Automatic
Q6123Q3745U,6 cyl,"6 cyl, 3 L",Unleaded,10.5 L / 100 km,Automatic
E6024A6645I,4 cyl,"4 cyl, 2.4 L",Diesel,8.3 L / 100 km,Automatic
R8891N4553C,4 cyl,"4 cyl, 1.8 L",Unleaded,6.9 L / 100 km,Automatic
B9653L4861W,-,-,Unleaded,-,Automatic
X4155E2826Y,6 cyl,"6 cyl, 3.5 L",Unleaded,9.1 L / 100 km,Automatic
I7791A8900E,6 cyl,"6 cyl, 3.6 L",Premium,10.3 L / 100 km,Automatic
L8780D5191X,4 cyl,"4 cyl, 2.2 L",Diesel,5.2 L / 100 km,Automatic
I7842N9262N,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
Z7648H6579G,5 cyl,"5 cyl, 3.2 L",Diesel,9.4 L / 100 km,Manual
Y9218M4602I,4 cyl,"4 cyl, 2.4 L",Premium,9.4 L / 100 km,Automatic
D1985W4377A,5 cyl,"5 cyl, 3.2 L",Diesel,8.3 L / 100 km,Manual
P2974C6502L,4 cyl,"4 cyl, 1.2 L",Premium,4.8 L / 100 km,Automatic
I8732W9537K,4 cyl,"4 cyl, 1.5 L",Unleaded,4.9 L / 100 km,Automatic
F9864Q5229A,4 cyl,"4 cyl, 1.8 L",Unleaded,8 L / 100 km,Automatic
P2025L5471V,-,-,-,-,Automatic
U8812S9453F,4 cyl,"4 cyl, 1.6 L",Unleaded,6.4 L / 100 km,Automatic
E4758C4481C,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
C6790I9302E,-,-,Unleaded,-,Automatic
H4492J7881U,4 cyl,"4 cyl, 2 L",Diesel,5.9 L / 100 km,Automatic
T8364Y4588J,4 cyl,"4 cyl, 2 L",Diesel,6.9 L / 100 km,Automatic
M1751J9036E,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
I6569P6450H,4 cyl,"4 cyl, 2.4 L",Unleaded,7.2 L / 100 km,Automatic
M3606B3213C,3 cyl,"3 cyl, 1.5 L",Hybrid,3.3 L / 100 km,Automatic
H6222O4371H,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
Q3536D9350C,4 cyl,"4 cyl, 1.5 L",Unleaded,7.3 L / 100 km,Automatic
P3344L2335M,6 cyl,"6 cyl, 3 L",Diesel,8.8 L / 100 km,Automatic
Z9863N4685C,4 cyl,"4 cyl, 1.5 L",Unleaded,7.1 L / 100 km,Automatic
P9142R2426N,4 cyl,"4 cyl, 2.4 L",Diesel,7.2 L / 100 km,Manual
U8517R4939Q,8 cyl,"8 cyl, 5.5 L",Premium,11 L / 100 km,Automatic
A9487P1988X,-,-,Diesel,-,Automatic
B1710T3165J,4 cyl,"4 cyl, 1.4 L",Unleaded,5.7 L / 100 km,Manual
W9876H8467H,4 cyl,"4 cyl, 2 L",Unleaded,6 L / 100 km,Automatic
B7287W4628F,4 cyl,"4 cyl, 3 L",Diesel,8.7 L / 100 km,Automatic
Z4819I4952N,6 cyl,"6 cyl, 3 L",Unleaded,9.3 L / 100 km,Automatic
W1940Z7351R,4 cyl,"4 cyl, 2.8 L",Diesel,8.5 L / 100 km,Automatic
W5440P2014N,4 cyl,"4 cyl, 2.5 L",Unleaded,6.1 L / 100 km,Automatic
H6426N1773U,6 cyl,"6 cyl, 3 L",Premium,7.1 L / 100 km,Automatic
F7419M9462Y,4 cyl,"4 cyl, 1.6 L",Unleaded,6.4 L / 100 km,Automatic
I9070Z6776H,-,-,Unleaded,-,Automatic
Q1866W2698T,6 cyl,"6 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
X7572Y4561H,4 cyl,"4 cyl, 1.8 L",Unleaded,9.5 L / 100 km,Automatic
W2422F8086N,6 cyl,"6 cyl, 3.6 L",Unleaded,11 L / 100 km,Automatic
Q1533Y5666O,4 cyl,"4 cyl, 2 L",Unleaded,6.8 L / 100 km,Automatic
