engine_id,cylinders,engine_size,fuel_type,fuel_consumption,transmission_type
G5233T1034S,-,-,Diesel,-,Automatic
H5881E6795X,-,-,Premium,-,Automatic
E9686R6556E,4 cyl,"4 cyl, 2.4 L",Unleaded,9.5 L / 100 km,Automatic
T1183Z6687G,0 L,0 L,Electric,0 L / 100 km,Automatic
G3994C4649K,5 cyl,"5 cyl, 3.2 L",Diesel,9.2 L / 100 km,Automatic
N4633F8038O,4 cyl,"4 cyl, 3 L",Diesel,7.7 L / 100 km,Automatic
H5766U3263Q,4 cyl,"4 cyl, 1.6 L",Unleaded,7.2 L / 100 km,Automatic
I5315O4359P,4 cyl,"4 cyl, 1.6 L",Unleaded,6.9 L / 100 km,Automatic
C3539O2760U,-,-,Diesel,-,Manual
N7786G3083W,4 cyl,"4 cyl, 2 L",Premium,7.7 L / 100 km,Automatic
Y5746M3325V,-,-,-,-,Automatic
R2205J5914C,4 cyl,"4 cyl, 2 L",Unleaded,6.1 L / 100 km,Automatic
Y6681P3750A,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
G9842D6995C,6 cyl,"6 cyl, 3.5 L",Unleaded,10.2 L / 100 km,Automatic
N8874G2142D,4 cyl,"4 cyl, 2 L",Diesel,6.5 L / 100 km,Automatic
U4663D6395C,-,-,Premium,-,Automatic
P1101S4849F,4 cyl,"4 cyl, 2.5 L",Unleaded,7.9 L / 100 km,Automatic
S4413N8638F,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
E3732B5582E,6 cyl,"6 cyl, 3.6 L",Unleaded,11.8 L / 100 km,Manual
Z3415E5075Y,4 cyl,"4 cyl, 1.8 L",Unleaded,7.4 L / 100 km,Automatic
Y8943L5757W,4 cyl,"4 cyl, 2.5 L",Unleaded,6.2 L / 100 km,Manual
Q5366X7894Z,4 cyl,"4 cyl, 1.3 L",Unleaded,6.3 L / 100 km,Automatic
V7954L6700B,4 cyl,"4 cyl, 2.1 L",Diesel,5.1 L / 100 km,Automatic
P2872P9370V,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
W5510C3215P,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
V8567S9843S,6 cyl,"6 cyl, 3.5 L",Unleaded,11.6 L / 100 km,Automatic
D1694B5086S,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
V7708C3487V,4 cyl,"4 cyl, 2 L",Premium,6.8 L / 100 km,Automatic
R1680B7137I,4 cyl,"4 cyl, 1.2 L",Premium,5.1 L / 100 km,Automatic
V2082T1855Y,4 cyl,"4 cyl, 2 L",Unleaded,6.5 L / 100 km,Automatic
P7971H9397J,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
F2444Y6341E,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
H9292E9062Z,4 cyl,"4 cyl, 2.5 L",Unleaded,8.1 L / 100 km,Automatic
M1463T7766A,4 cyl,"4 cyl, 2.7 L",Unleaded,11.6 L / 100 km,Manual
I8619D7670K,-,-,Unleaded,-,Automatic
I6365S4997H,4 cyl,"4 cyl, 2.7 L",Unleaded,12.6 L / 100 km,Automatic
N5670A7471E,6 cyl,"6 cyl, 3.6 L",Unleaded,9.8 L / 100 km,Automatic
R6864U3471V,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
Y5977H9949I,6 cyl,"6 cyl, 2.7 L",Diesel,8.2 L / 100 km,Automatic
M3676M7475F,-,-,Unleaded,-,Manual
X8584Q6541I,8 cyl,"8 cyl, 5.7 L",Unleaded,13 L / 100 km,Manual
W2712D9333K,4 cyl,"4 cyl, 2 L",Premium,6.2 L / 100 km,Automatic
Q1198I8355K,-,-,Unleaded,-,Automatic
A4783G3921I,6 cyl,"6 cyl, 3.6 L",Premium,9.9 L / 100 km,Automatic
N4647M1286G,6 cyl,"6 cyl, 3.5 L",Unleaded,9.1 L / 100 km,Automatic
C4888J9183R,4 cyl,"4 cyl, 2 L",Premium,8.5 L / 100 km,Automatic
X6115E9672K,4 cyl,"4 cyl, 2 L",Unleaded,6.9 L / 100 km,Automatic
Q9429C4432R,6 cyl,"6 cyl, 3.6 L",Premium,10.1 L / 100 km,Automatic
V4746O7938L,4 cyl,"4 cyl, 2 L",Diesel,5.4 L / 100 km,Automatic
B1202D3629R,-,-,Unleaded,-,Automatic
R5826Q1856P,-,-,Unleaded,-,Automatic
I9080F3118E,4 cyl,"4 cyl, 2.5 L",Diesel,8.8 L / 100 km,Automatic
R6017E6344U,4 cyl,"4 cyl, 2 L",Diesel,5.6 L / 100 km,Automatic
C3612W9125Y,-,-,Premium,-,Automatic
C2407M2091P,-,-,-,-,Automatic
D8302A3963X,4 cyl,"4 cyl, 2.8 L",Diesel,8.5 L / 100 km,Automatic
L1965L5364N,-,-,Unleaded,-,Automatic
V8533R3131D,5 cyl,"5 cyl, 3.2 L",Diesel,8.5 L / 100 km,Automatic
K3130A9470O,4 cyl,"4 cyl, 1.4 L",Unleaded,5.6 L / 100 km,Manual
H7721P7605D,4 cyl,"4 cyl, 2.1 L",Diesel,8.7 L / 100 km,Automatic
X2946I3010S,-,-,-,-,Automatic
G7903O4814E,4 cyl,"4 cyl, 2 L",Premium,8.3 L / 100 km,Automatic
L6312A8955T,4 cyl,"4 cyl, 2 L",Premium,7.1 L / 100 km,Automatic
G1705W9700E,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
B8003S9209Q,-,-,Unleaded,-,Automatic
M4388W1983S,6 cyl,"6 cyl, 3 L",Premium,9.6 L / 100 km,Automatic
M2701A3243K,4 cyl,"4 cyl, 2.4 L",Diesel,8 L / 100 km,Automatic
O5385F4924K,-,-,Premium,-,Automatic
R3905J1869P,-,-,Unleaded,-,Automatic
H4522V9992L,-,-,Diesel,-,Automatic
E1278B3826G,4 cyl,"4 cyl, 2 L",Unleaded,6.5 L / 100 km,Automatic
A4716K8168H,-,-,Unleaded,-,Automatic
Z4707S2927Q,6 cyl,"6 cyl, 2.7 L",Premium,10.3 L / 100 km,Automatic
S3044H9707O,-,-,Unleaded,-,Automatic
R2501S9613Y,8 cyl,"8 cyl, 5.7 L",Unleaded,0 L / 100 km,Automatic
O7384U1308F,6 cyl,"6 cyl, 3.5 L",Unleaded,11 L / 100 km,Automatic
C6914U9143K,-,-,Diesel,-,Automatic
X2970G5221C,4 cyl,"4 cyl, 3 L",Diesel,9.2 L / 100 km,Automatic
I5472R7357E,-,-,Unleaded,-,Automatic
J6454S4878T,4 cyl,"4 cyl, 2.5 L",Unleaded,7.3 L / 100 km,Automatic
K4303P3732J,-,-,Unleaded,-,Automatic
S3062K3914F,4 cyl,"4 cyl, 1.6 L",Diesel,5.3 L / 100 km,Manual
D8679K9624I,8 cyl,"8 cyl, 5.7 L",Unleaded,0 L / 100 km,Manual
H7771W5411J,6 cyl,"6 cyl, 3.6 L",Premium,9.9 L / 100 km,Automatic
X9585N9227R,6 cyl,"6 cyl, 3 L",Premium,7.7 L / 100 km,Automatic
R2580H4206X,-,-,Premium,-,Automatic
X7961K1016W,4 cyl,"4 cyl, 2 L",Premium,6.6 L / 100 km,Automatic
I2572K8788Q,4 cyl,"4 cyl, 2 L",Premium,8.2 L / 100 km,Manual
Q1544A9360I,6 cyl,"6 cyl, 4 L",Unleaded,11.5 L / 100 km,Automatic
V3563G2304R,4 cyl,"4 cyl, 1.4 L",Unleaded,6.1 L / 100 km,Automatic
B6953M3305L,6 cyl,"6 cyl, 3 L",Unleaded,8.9 L / 100 km,Automatic
K9671Y8932Y,4 cyl,"4 cyl, 2.4 L",-,-,Automatic
W8942W3985Y,4 cyl,"4 cyl, 2.3 L",Diesel,5.8 L / 100 km,Automatic
U9785P1601W,-,-,-,-,Automatic
U6499J4069S,4 cyl,"4 cyl, 2.5 L",Unleaded,9.3 L / 100 km,Automatic
H7294N4927L,-,-,Diesel,-,Automatic
N5986N5150V,6 cyl,"6 cyl, 3.5 L",Premium,9.5 L / 100 km,Automatic
Q8275M7478Y,-,-,Unleaded,-,Automatic
J6769T8339J,4 cyl,"4 cyl, 1.6 L",Diesel,4.7 L / 100 km,Automatic
S6488P9501O,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
Q2184P4482R,4 cyl,"4 cyl, 2.4 L",Diesel,7.6 L / 100 km,Automatic
N2706Q4210A,8 cyl,"8 cyl, 6.4 L",Premium,13 L / 100 km,Automatic
K3674N9038Z,6 cyl,"6 cyl, 3.6 L",Premium,10 L / 100 km,Automatic
F3921P1964Y,4 cyl,"4 cyl, 2 L",Diesel,5.5 L / 100 km,Automatic
G9537K1542D,4 cyl,"4 cyl, 2.4 L",Unleaded,7.9 L / 100 km,Automatic
R8225Q2604P,-,-,Unleaded,-,Automatic
Q3368N6165Q,4 cyl,"4 cyl, 2 L",Premium,8.1 L / 100 km,Automatic
W6760P7286T,4 cyl,"4 cyl, 1.6 L",Unleaded,6.2 L / 100 km,Manual
N3588C7463N,4 cyl,"4 cyl, 2.5 L",Hybrid,4.8 L / 100 km,Automatic
V7776I6699K,4 cyl,"4 cyl, 3 L",Diesel,9.6 L / 100 km,Manual
Q9149J2747J,4 cyl,"4 cyl, 2 L",Unleaded,11 L / 100 km,Automatic
P8973U4426F,6 cyl,"6 cyl, 3.6 L",Unleaded,11.6 L / 100 km,Automatic
Z6083D3060A,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
M4848W9618S,4 cyl,"4 cyl, 2 L",Premium,5.8 L / 100 km,Automatic
D5646O5338P,4 cyl,"4 cyl, 2.8 L",Diesel,8.6 L / 100 km,Automatic
Z2056D3894D,4 cyl,"4 cyl, 2.5 L",Unleaded,7.3 L / 100 km,Automatic
C8563N1523R,8 cyl,"8 cyl, 5 L",Premium,13.4 L / 100 km,Automatic
N1742F3520X,0 L,0 L,Electric,0 L / 100 km,Automatic
A8978C7634Z,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
G2722N8696W,4 cyl,"4 cyl, 2.8 L",Diesel,7.9 L / 100 km,Automatic
C2277G4878H,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
X9819X8552L,-,-,Premium,-,Automatic
A4783A7271C,4 cyl,"4 cyl, 2 L",Premium,10.5 L / 100 km,Automatic
F6606W2818A,4 cyl,"4 cyl, 2.2 L",Diesel,7.5 L / 100 km,Automatic
Y6136O1900T,4 cyl,"4 cyl, 3 L",Diesel,0 L / 100 km,Manual
Y5403N2872X,-,-,-,-,Manual
Q2095I3694M,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
U5304A8213Q,-,-,Unleaded,-,Automatic
Z6303L4847P,6 cyl,"6 cyl, 3 L",-,-,Manual
C2187N4897Q,6 cyl,"6 cyl, 3 L",Diesel,10.5 L / 100 km,Automatic
C7356E5458U,4 cyl,"4 cyl, 1.8 L",Unleaded,6.7 L / 100 km,Automatic
Y5084L9467Y,-,-,Unleaded,-,Automatic
W8438A8543C,-,-,-,-,Automatic
D4480O6772R,4 cyl,"4 cyl, 1.4 L",Premium,7.2 L / 100 km,Automatic
F3358Z3939S,4 cyl,"4 cyl, 1.5 L",Unleaded,7 L / 100 km,Manual
A6519I8161J,-,-,Premium,-,Automatic
A3035Q1565O,4 cyl,"4 cyl, 2 L",Unleaded,6.2 L / 100 km,Automatic
O9487R1769Y,4 cyl,"4 cyl, 2 L",Unleaded,7.2 L / 100 km,Manual
G8342K5250H,4 cyl,"4 cyl, 1.7 L",Premium,9.6 L / 100 km,Automatic
Q5407D8118K,-,-,-,-,Automatic
C1917V6902N,4 cyl,"4 cyl, 2.5 L",Unleaded,8.4 L / 100 km,Automatic
Q8663R9182A,4 cyl,"4 cyl, 2.5 L",Diesel,9.3 L / 100 km,Automatic
F4254U3176F,4 cyl,"4 cyl, 2.4 L",Unleaded,9 L / 100 km,Automatic
M1633B8998N,-,-,-,-,Automatic
O2798L2821A,4 cyl,"4 cyl, 2.5 L",Unleaded,8.8 L / 100 km,Automatic
T8336T9387K,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
B1910V2308J,-,-,Diesel,-,Automatic
J8957R4115D,-,-,Other,-,Automatic
G1811U2980F,4 cyl,"4 cyl, 2.4 L",Diesel,7.7 L / 100 km,Manual
U3803V8490Y,-,-,Premium,-,Manual
I9824T9487K,8 cyl,"8 cyl, 5.7 L",Premium,16 L / 100 km,Automatic
K8421F4719R,6 cyl,"6 cyl, 3.7 L",Unleaded,11.3 L / 100 km,Automatic
V2426C3552V,4 cyl,"4 cyl, 3 L",Diesel,12.6 L / 100 km,Automatic
S4145M4785B,4 cyl,"4 cyl, 2 L",Diesel,6.3 L / 100 km,Automatic
L8703D2505Y,4 cyl,"4 cyl, 2.8 L",Diesel,7.9 L / 100 km,Manual
B6924R4965A,-,-,-,-,Automatic
E3955T6066L,4 cyl,"4 cyl, 2 L",Premium,6 L / 100 km,Automatic
Q6986G2618W,6 cyl,"6 cyl, 3.5 L",Premium,10.2 L / 100 km,Automatic
R1511D1677E,4 cyl,"4 cyl, 3 L",Diesel,11.8 L / 100 km,Automatic
W2530F1831Z,4 cyl,"4 cyl, 2.5 L",Unleaded,9.1 L / 100 km,Automatic
B2829I6258H,4 cyl,"4 cyl, 2 L",Diesel,4.5 L / 100 km,Automatic
N9938D6896G,4 cyl,"4 cyl, 2 L",Unleaded,7.1 L / 100 km,Automatic
F7341P5800F,4 cyl,"4 cyl, 2.7 L",Unleaded,11.6 L / 100 km,Automatic
M4802C3713M,4 cyl,"4 cyl, 1.4 L",Unleaded,6.2 L / 100 km,Automatic
Q9418H9215H,-,-,Unleaded,-,Manual
G9838Q4770H,-,-,Unleaded,-,Automatic
E6937B5407X,4 cyl,"4 cyl, 3 L",Diesel,8.4 L / 100 km,Automatic
G2548S1064Z,4 cyl,"4 cyl, 3 L",Diesel,9.3 L / 100 km,Manual
I6809J9913X,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
M8696N4254J,5 cyl,"5 cyl, 3.2 L",Diesel,9.4 L / 100 km,Manual
N5492K1707R,-,-,Premium,-,Manual
Y4103W8433C,6 cyl,"6 cyl, 3 L",Premium,11.5 L / 100 km,Automatic
I3314N3179F,-,-,Unleaded,-,Automatic
Z4992Z9789I,4 cyl,"4 cyl, 2 L",Unleaded,6.2 L / 100 km,Automatic
R8758Q2638H,4 cyl,"4 cyl, 2 L",Diesel,5 L / 100 km,Automatic
O2880R7434J,4 cyl,"4 cyl, 2.5 L",Unleaded,8.4 L / 100 km,Automatic
X7992M8984D,4 cyl,"4 cyl, 2.5 L",Diesel,10.5 L / 100 km,Automatic
V7379J6333F,4 cyl,"4 cyl, 2.5 L",Diesel,9.1 L / 100 km,Automatic
A8510Z7393W,4 cyl,"4 cyl, 2 L",Premium,7.3 L / 100 km,Automatic
A2108C4587A,4 cyl,"4 cyl, 2.5 L",Diesel,9.8 L / 100 km,Manual
D6863Q7605N,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
B9594R1212V,4 cyl,"4 cyl, 2.8 L",Diesel,8 L / 100 km,Automatic
W2614H7390H,4 cyl,"4 cyl, 1.2 L",Premium,6.9 L / 100 km,Manual
Q9106S8741V,4 cyl,"4 cyl, 2 L",Premium,7.9 L / 100 km,Automatic
P3669O1817K,-,-,Unleaded,-,Manual
J1446B6520L,6 cyl,"6 cyl, 4.2 L",Diesel,0 L / 100 km,Manual
Y5033C4202L,4 cyl,"4 cyl, 1.8 L",Premium,8.5 L / 100 km,Automatic
P1053U6899H,-,-,-,-,Manual
G4216H2076N,4 cyl,"4 cyl, 1.2 L",Unleaded,5.8 L / 100 km,Automatic
H6584M9388T,6 cyl,"6 cyl, 3 L",Diesel,6.9 L / 100 km,Automatic
F9029D3344C,8 cyl,"8 cyl, 4.4 L",Diesel,8.7 L / 100 km,Automatic
I6348G6201U,4 cyl,"4 cyl, 1.6 L",Unleaded,7.2 L / 100 km,Automatic
G3890S5420S,-,-,-,-,Manual
A9152E2379R,-,-,Diesel,-,Automatic
R5224A9360A,-,-,-,-,Automatic
G1851V4684B,4 cyl,"4 cyl, 2.2 L",Diesel,8.1 L / 100 km,Automatic
V4010L5170N,4 cyl,"4 cyl, 3.2 L",Diesel,9 L / 100 km,Automatic
G6200S5198Y,4 cyl,"4 cyl, 2 L",Diesel,6.8 L / 100 km,Automatic
H2067Q6284E,4 cyl,"4 cyl, 2.5 L",Unleaded,7.6 L / 100 km,Automatic
Z6309N5040Z,8 cyl,"8 cyl, 5 L",Unleaded,0 L / 100 km,Automatic
A9390L5927J,6 cyl,"6 cyl, 3 L",Diesel,9 L / 100 km,Automatic
S8021A3839Z,6 cyl,"6 cyl, 4 L",Unleaded,11.7 L / 100 km,Automatic
R2030O7419H,4 cyl,"4 cyl, 2.4 L",Diesel,8.6 L / 100 km,Automatic
Z9802F1375J,4 cyl,"4 cyl, 2.5 L",Unleaded,10.1 L / 100 km,Automatic
N7665N1606I,4 cyl,"4 cyl, 2.4 L",Diesel,8.6 L / 100 km,Automatic
Z7243W2707M,4 cyl,"4 cyl, 2 L",Premium,6.1 L / 100 km,Automatic
D8171F7367H,4 cyl,"4 cyl, 2.5 L",Unleaded,8.8 L / 100 km,Automatic
M5841T6399B,6 cyl,"6 cyl, 3.5 L",Premium,9.9 L / 100 km,Automatic
A8684L9802M,4 cyl,"4 cyl, 2.2 L",Diesel,8.2 L / 100 km,Automatic
L7970E7398I,4 cyl,"4 cyl, 2.4 L",Unleaded,9.2 L / 100 km,Automatic
E5823V7608H,4 cyl,"4 cyl, 2.4 L",Diesel,7.6 L / 100 km,Automatic
T6797V9261M,6 cyl,"6 cyl, 3 L",Premium,12 L / 100 km,Manual
U3062L8905M,6 cyl,"6 cyl, 4 L",LPG,15 L / 100 km,Automatic
P8305X7659Y,4 cyl,"4 cyl, 2 L",Premium,8.5 L / 100 km,Automatic
V3092Y9734K,4 cyl,"4 cyl, 2.5 L",Unleaded,7.4 L / 100 km,Automatic
J1245B4301U,4 cyl,"4 cyl, 1.2 L",Premium,4.8 L / 100 km,Manual
J9903N6997H,4 cyl,"4 cyl, 3 L",Diesel,8.6 L / 100 km,Manual
O6330G9717A,12 cyl,"12 cyl, 5.9 L",Premium,16.5 L / 100 km,Automatic
I9117M7588V,-,-,Unleaded,-,Automatic
R1304V4949O,4 cyl,"4 cyl, 3 L",Diesel,8.1 L / 100 km,Manual
T3383X2949P,-,-,-,-,Automatic
X5369W7404V,4 cyl,"4 cyl, 2.5 L",Unleaded,8.4 L / 100 km,Automatic
N5621P7698H,4 cyl,"4 cyl, 3 L",Diesel,8 L / 100 km,Automatic
M9893D8814U,4 cyl,"4 cyl, 2 L",Hybrid,6.5 L / 100 km,Automatic
P4971B2280M,6 cyl,"6 cyl, 3.7 L",Unleaded,11 L / 100 km,Automatic
Z3612U7196T,-,-,Unleaded,-,Automatic
A8511A9724O,4 cyl,"4 cyl, 2.1 L",Diesel,6.4 L / 100 km,Automatic
T9039M8079H,4 cyl,"4 cyl, 2.5 L",Diesel,10.5 L / 100 km,Automatic
C7346I2514Q,-,-,Unleaded,-,Automatic
Y6263B2257L,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
G4753T3501D,4 cyl,"4 cyl, 2 L",Diesel,9.4 L / 100 km,Automatic
F3934J8652T,4 cyl,"4 cyl, 2.5 L",Diesel,8.8 L / 100 km,Automatic
A3567Z4221W,4 cyl,"4 cyl, 1.6 L",Unleaded,7.2 L / 100 km,Automatic
S9897Z1906Y,4 cyl,"4 cyl, 2.7 L",Unleaded,10.9 L / 100 km,Automatic
B3446U3775O,4 cyl,"4 cyl, 2 L",Diesel,7.8 L / 100 km,Manual
W4499N6353K,3 cyl,"3 cyl, 1 L",Premium,5.4 L / 100 km,Automatic
Y5702T6346X,4 cyl,"4 cyl, 2.2 L",Diesel,5.7 L / 100 km,Automatic
G6442I1075J,4 cyl,"4 cyl, 2.4 L",Unleaded,9.7 L / 100 km,Automatic
O2858A7558H,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
Y3395W1339Z,-,-,Unleaded,-,Automatic
K1222L5496H,4 cyl,"4 cyl, 1.5 L",Hybrid,1.7 L / 100 km,Automatic
B7685X8672X,4 cyl,"4 cyl, 2 L",Unleaded,10 L / 100 km,Automatic
D1041V2865L,4 cyl,"4 cyl, 1.8 L",Premium,6.6 L / 100 km,Automatic
Z1773X9422E,6 cyl,"6 cyl, 3.6 L",Unleaded,9.5 L / 100 km,Automatic
O1796W4512U,4 cyl,"4 cyl, 2 L",Premium,7.2 L / 100 km,Automatic
P9178P8484K,4 cyl,"4 cyl, 2 L",Unleaded,7.1 L / 100 km,Automatic
B5198R1519C,4 cyl,"4 cyl, 2.5 L",Unleaded,8.8 L / 100 km,Automatic
A7260P2902Z,4 cyl,"4 cyl, 2 L",Unleaded,8.4 L / 100 km,Automatic
S8560N6409S,-,-,Diesel,-,Automatic
Z4655I8996C,-,-,-,-,-
B3263Y2698H,-,-,-,-,-
P8444A2512F,6 cyl,"6 cyl, 3 L",Premium,8.7 L / 100 km,Automatic
H6408J5712V,-,-,-,-,-
I9103E4521X,4 cyl,"4 cyl, 1.3 L",Unleaded,8.5 L / 100 km,Manual
J3778Q3791U,-,-,-,-,-
N9230E8659B,-,-,Diesel,-,Manual
S3488W4343P,4 cyl,"4 cyl, 2.3 L",Diesel,7 L / 100 km,Automatic
H8645V7447A,-,-,-,-,Automatic
G4947K3331B,4 cyl,"4 cyl, 2 L",Premium,10.4 L / 100 km,Manual
J5479D6021B,4 cyl,"4 cyl, 1.6 L",Unleaded,7.1 L / 100 km,Automatic
I7437S9402M,-,-,-,-,-
R3871S9383N,4 cyl,"4 cyl, 2.5 L",Unleaded,8.4 L / 100 km,Automatic
L3533M3605Q,8 cyl,"8 cyl, 6.2 L",Premium,11.5 L / 100 km,Automatic
T4363F8997Z,-,-,-,-,-
Y4130I9531P,4 cyl,"4 cyl, 2 L",Unleaded,5.8 L / 100 km,Automatic
M1098V5858Y,4 cyl,"4 cyl, 2 L",Unleaded,6 L / 100 km,Automatic
Y2252A6516T,-,-,-,-,Automatic
B2315R6498E,8 cyl,"8 cyl, 6 L",Premium,14.4 L / 100 km,Automatic
Y9928H9987C,4 cyl,"4 cyl, 2.2 L",Diesel,6 L / 100 km,Automatic
E4025D1975N,4 cyl,"4 cyl, 2 L",Diesel,9.3 L / 100 km,Automatic
O8385L8455X,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
G6699Q5038F,-,-,-,-,Automatic
L4660A9746M,4 cyl,"4 cyl, 1.8 L",Hybrid,4.2 L / 100 km,Automatic
R6416U5021O,4 cyl,"4 cyl, 2 L",Diesel,0 L / 100 km,Automatic
I2897S4127V,4 cyl,"4 cyl, 1.2 L",Unleaded,4.8 L / 100 km,Automatic
Y9154S7109E,8 cyl,"8 cyl, 5.7 L",Premium,16 L / 100 km,Automatic
Q6145Y1194H,6 cyl,"6 cyl, 3 L",Diesel,7.3 L / 100 km,Automatic
N1947T6713F,-,-,-,-,Automatic
U9199N8242R,6 cyl,"6 cyl, 3 L",Diesel,5.8 L / 100 km,Automatic
L8048K4653Y,-,-,-,-,Automatic
Q1535O6204N,8 cyl,"8 cyl, 6.2 L",Premium,13.7 L / 100 km,Automatic
N4527R4024E,-,-,-,-,Automatic
V9192N8490O,8 cyl,"8 cyl, 5 L",Leaded,0 L / 100 km,Manual
X8876J6209F,4 cyl,"4 cyl, 2 L",Unleaded,6.6 L / 100 km,Automatic
Z4094N9408Y,4 cyl,"4 cyl, 2.4 L",Diesel,7.7 L / 100 km,Manual
R7925Y8636E,4 cyl,"4 cyl, 1.8 L",Hybrid,4 L / 100 km,Automatic
P8748T8942W,4 cyl,"4 cyl, 2 L",Unleaded,8.5 L / 100 km,Automatic
C3822V4947W,4 cyl,"4 cyl, 2 L",Premium,7.7 L / 100 km,Automatic
S1371B3894L,4 cyl,"4 cyl, 1.6 L",Unleaded,7.4 L / 100 km,Automatic
S2805G9651E,4 cyl,"4 cyl, 2 L",Premium,9.5 L / 100 km,Manual
Y8671F6883R,-,-,Leaded,-,Automatic
B8035Q3228W,4 cyl,"4 cyl, 2 L",Premium,9.8 L / 100 km,Automatic
J5976T9404A,-,-,Premium,-,Manual
J5665T3524Y,5 cyl,"5 cyl, 2.5 L",Premium,8.4 L / 100 km,Automatic
T8675D2116P,4 cyl,"4 cyl, 1.3 L",Unleaded,6 L / 100 km,Automatic
O8954I2985S,-,-,Premium,-,Automatic
S9086X6812I,6 cyl,"6 cyl, 3.5 L",Unleaded,11.6 L / 100 km,Automatic
M4378D5052B,-,-,Unleaded,-,Automatic
Y8189K9723V,-,-,Premium,-,Manual
C1798O1767O,4 cyl,"4 cyl, 2 L",Unleaded,7.4 L / 100 km,Automatic
I2309N9619C,4 cyl,"4 cyl, 2.7 L",Unleaded,9.8 L / 100 km,Automatic
U7152R2291L,4 cyl,"4 cyl, 2.5 L",Unleaded,8.8 L / 100 km,Automatic
B3763O4153N,4 cyl,"4 cyl, 2.8 L",Diesel,8.6 L / 100 km,Automatic
H6690W7824E,4 cyl,"4 cyl, 2 L",Premium,7.6 L / 100 km,Automatic
A2464W9141V,5 cyl,"5 cyl, 3.2 L",Diesel,8.3 L / 100 km,Manual
U5730G9815K,-,-,Electric,-,-
O9607C2777J,4 cyl,"4 cyl, 2.4 L",Premium,8.7 L / 100 km,Automatic
D6724F7621K,4 cyl,"4 cyl, 2 L",Premium,7.9 L / 100 km,Automatic
C5447W4545F,-,-,Unleaded,-,-
U8710A2207O,4 cyl,"4 cyl, 2.5 L",Premium,11.2 L / 100 km,Manual
Z1224F8823U,4 cyl,"4 cyl, 1.6 L",Unleaded,6.1 L / 100 km,Manual
P2360I3782G,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
D7481V1858H,8 cyl,"8 cyl, 6 L",Unleaded,12.4 L / 100 km,Automatic
M4895H5446W,4 cyl,"4 cyl, 2 L",Unleaded,8.1 L / 100 km,Automatic
V1548A9154S,-,-,Unleaded,-,-
K7732K8455I,4 cyl,"4 cyl, 1.2 L",Unleaded,4.8 L / 100 km,Automatic
Q7792H7493G,4 cyl,"4 cyl, 2.2 L",Diesel,7.8 L / 100 km,Automatic
H6788L9001V,4 cyl,"4 cyl, 2.8 L",Diesel,8.1 L / 100 km,Manual
W6051G4050W,4 cyl,"4 cyl, 2 L",Unleaded,7.6 L / 100 km,Automatic
O2216J3818A,4 cyl,"4 cyl, 1.4 L",Premium,7.2 L / 100 km,Automatic
O9288J3122P,4 cyl,"4 cyl, 1.6 L",Premium,6.3 L / 100 km,Automatic
B8546K4191H,4 cyl,"4 cyl, 2 L",Unleaded,7.9 L / 100 km,Automatic
G2055R2905L,4 cyl,"4 cyl, 1.4 L",Unleaded,5.7 L / 100 km,Manual
Z4268V2110U,4 cyl,"4 cyl, 2 L",Diesel,6.3 L / 100 km,Automatic
R7891T3737R,4 cyl,"4 cyl, 2.5 L",Unleaded,7.5 L / 100 km,Automatic
W8908K9108Z,6 cyl,"6 cyl, 3 L",Diesel,7.8 L / 100 km,Automatic
A9415Z4678R,-,-,Premium,-,Automatic
Y7189E5154F,6 cyl,"6 cyl, 3 L",Diesel,9.2 L / 100 km,Automatic
J2621K4834B,4 cyl,"4 cyl, 2.5 L",-,8.1 L / 100 km,Automatic
E1583R4917H,4 cyl,"4 cyl, 3 L",Diesel,7.5 L / 100 km,Automatic
J9809T8769R,-,-,Premium,-,Manual
